Full Address,Name,Latitude,Longitude
"175 Claremont Avenue ,Manhattan,  New York ","175 Claremont Avenue , Manhattan,  New York ",40.8142918,-73.9609306
"175 East 102 Street ,Manhattan,  New York ","175 East 102 Street , Manhattan,  New York ",40.7894315,-73.9470473
"175 Rivington Street ,Manhattan,  New York ","175 Rivington Street , Manhattan,  New York ",40.7187352,-73.9847294
"176 Grand Street Ext. , Brooklyn, ,  New York ","176 Grand Street Ext. , Brooklyn,  New York ",40.7142527,-73.9611241
"176 Stuyvesant Avenue , Brooklyn, ,  New York ","176 Stuyvesant Avenue , Brooklyn,  New York ",40.6893341,-73.9336227
"176-78 West 81 St ,Manhattan,  New York ","176-78 West 81 St , Manhattan,  New York ",40.7841062,-73.9770317
"177 East 102 St ,Manhattan,  New York ","177 East 102 St , Manhattan,  New York ",40.7893967,-73.9469601
"177 West 83 Street ,Manhattan,  New York ","177 West 83 Street , Manhattan,  New York ",40.7856899,-73.976047
"1770 Walton Avenue, Bronx,  New York ","1770 Walton Avenue , Bronx,  New York ",40.8476829,-73.909898
"1775-77-79 Madison Ave ,Manhattan,  New York ","1775-77-79 Madison Ave , Manhattan,  New York ",40.7761637,-73.9610081
"1776 Topping Ave, Bronx,  New York ","1776 Topping Ave , Bronx,  New York ",40.846139,-73.9054034
"180 St Nicholas Ave ,Manhattan,  New York ","180 St Nicholas Ave , Manhattan,  New York ",40.805905,-73.9524852
"180-84 East 104 St , Brooklyn, ,  New York ","180-84 East 104 St , Brooklyn,  New York ",40.79031,-73.9463169
"1801-05 7th Ave , Brooklyn, ,  New York ","1801-05 7th Ave , Brooklyn,  New York ",40.6773492,-73.9732105
"1809 Adam Clayton Powell Blvd ,Manhattan,  New York ","1809 Adam Clayton Powell Blvd , Manhattan,  New York ",40.7996317,-73.954792
"182-4 Conselyea Street , Brooklyn, ,  New York ","182-4 Conselyea Street , Brooklyn,  New York ",40.715226,-73.9437108
"1834 Second Avenue ,Manhattan,  New York ","1834 Second Avenue , Manhattan,  New York ",40.7832876,-73.9474858
"184 Monroe Street , Brooklyn, ,  New York ","184 Monroe Street , Brooklyn,  New York ",40.6851517,-73.9519172
"184 Van Buren Street , Brooklyn, ,  New York ","184 Van Buren Street , Brooklyn,  New York ",40.6904107,-73.9387546
"1840 Seventh Ave ,Manhattan,  New York ","1840 Seventh Ave , Manhattan,  New York ",40.8004719,-73.9550322
"185 East 163rd Street, Bronx,  New York ","185 East 163rd Street , Bronx,  New York ",40.8284499,-73.920539
"185-87 East 2 St ,Manhattan,  New York ","185-87 East 2 St , Manhattan,  New York ",40.7221811,-73.9843783
"185-87 West 80 Street ,Manhattan,  New York ","185-87 West 80 Street , Manhattan,  New York ",40.783813,-73.977462
"1854 Monroe Avenue, Bronx,  New York ","1854 Monroe Avenue , Bronx,  New York ",40.848121,-73.9060334
"1855 Seventh Avenue ,Manhattan,  New York ","1855 Seventh Avenue , Manhattan,  New York ",40.8013392,-73.9534676
"1862-66 3 Avenue ,Manhattan,  New York ","1862-66 3 Avenue , Manhattan,  New York ",40.789647,-73.9465366
"1864 7th Avenue ,Manhattan,  New York ","1864 7th Avenue , Manhattan,  New York ",40.8014424,-73.9539523
"1867-69 Seventh Avenue ,Manhattan,  New York ","1867-69 Seventh Avenue , Manhattan,  New York ",40.8015216,-73.9533338
"1870 Morris Ave, Bronx,  New York ","1870 Morris Ave , Bronx,  New York ",40.8486057,-73.9081745
"1878 Seventh Ave ,Manhattan,  New York ","1878 Seventh Ave , Manhattan,  New York ",40.8019196,-73.9540112
"188-90 Eighth Ave ,Manhattan,  New York ","188-90 Eighth Ave , Manhattan,  New York ",40.7430223,-73.9997449
"1885-93 Seventh Avenue , Brooklyn, ,  New York ","1885-93 Seventh Avenue , Brooklyn,  New York ",40.6744699,-73.9754586
"1890 Pacific Street , Brooklyn, ,  New York ","1890 Pacific Street , Brooklyn,  New York ",40.6760531,-73.9240943
"1892 WALTON AVENUE, Bronx,  New York ","1892 WALTON AVENUE , Bronx,  New York ",40.8494824,-73.9090934
"1898 Longfellow Avenue, Bronx,  New York ","1898 Longfellow Avenue , Bronx,  New York ",40.8387718,-73.8822607
"19 Bedford Street ,Manhattan,  New York ","19 Bedford Street , Manhattan,  New York ",40.7289646,-74.0036283
"19 Kingsland Avenue , Brooklyn, ,  New York ","19 Kingsland Avenue , Brooklyn,  New York ",40.7166058,-73.940417
"19 Scholes St , Brooklyn, ,  New York ","19 Scholes St , Brooklyn,  New York ",40.7083366,-73.9497685
"19 West 105 Street ,Manhattan,  New York ","19 West 105 Street , Manhattan,  New York ",40.7979036,-73.9613077
"19 West 106 St ,Manhattan,  New York ","19 West 106 St , Manhattan,  New York ",40.7987016,-73.9608786
"1900 Longfellow Avenue, Bronx,  New York ","1900 Longfellow Avenue , Bronx,  New York ",40.8389209,-73.8820135
"191 East 3 St ,Manhattan,  New York ","191 East 3 St , Manhattan,  New York ",40.7230762,-73.9834162
"192 East 164 St, Bronx,  New York ","192 East 164 St , Bronx,  New York ",40.8291048,-73.9198777
"192 Skillman Street , Brooklyn, ,  New York ","192 Skillman Street , Brooklyn,  New York ",40.6924867,-73.9569034
"1931 Madison Avenue ,Manhattan,  New York ","1931 Madison Avenue , Manhattan,  New York ",40.805088,-73.940857
"1944 Loring Place, Bronx,  New York ","1944 Loring Place , Bronx,  New York ",40.8553039,-73.9140087
"195 South 4 Street , Brooklyn, ,  New York ","195 South 4 Street , Brooklyn,  New York ",40.7110764,-73.9602726
"1961 Mapes Avenue, Bronx,  New York ","1961 Mapes Avenue , Bronx,  New York ",40.844145,-73.8878678
"1974 Crotona Avenue, Bronx,  New York ","1974 Crotona Avenue , Bronx,  New York ",40.845883,-73.8903972
"1974-76 Lafontaine Ave, Bronx,  New York ","1974-76 Lafontaine Ave , Bronx,  New York ",40.8470234,-73.8936761
"1986 Grand Avenue, Bronx,  New York ","1986 Grand Avenue , Bronx,  New York ",40.8525796,-73.9103945
"1987-89 Amsterdam Avenue ,Manhattan,  New York ","1987-89 Amsterdam Avenue , Manhattan,  New York ",40.8337772,-73.9411647
"1993 Amsterdam Ave ,Manhattan,   New York ","1993 Amsterdam Ave , Manhattan,   New York ",40.8337891,-73.9409648
"2 Arlington Place , Brooklyn, ,  New York ","2 Arlington Place , Brooklyn,  New York ",40.6814402,-73.9515613
"2 Webster Avenue , Brooklyn, ,  New York ","2 Webster Avenue , Brooklyn,  New York ",40.6288476,-73.9785659
"20 East 116 St ,Manhattan,  New York ","20 East 116 St , Manhattan,  New York ",40.7999924,-73.9455312
"20 Westminster Road , Brooklyn, ,  New York ","20 Westminster Road , Brooklyn,  New York ",40.6486732,-73.9689396
"200 Claremont Avenue ,Manhattan,  New York ","200 Claremont Avenue , Manhattan,  New York ",40.8152,-73.9597557
"200 West 112 St ,Manhattan,  New York ","200 West 112 St , Manhattan,  New York ",40.8007489,-73.9548415
"200-02 Kingsland Ave , Brooklyn, ,  New York ","200-02 Kingsland Ave , Brooklyn,  New York ",40.723727,-73.9410954
"2000 Daly Avenue, Bronx,  New York ","2000 Daly Avenue , Bronx,  New York ",40.842951,-73.8828256
"201 West 104 Street ,Manhattan,  New York ","201 West 104 Street , Manhattan,  New York ",40.799368,-73.966888
"2015 Grand Avenue, Bronx,  New York ","2015 Grand Avenue , Bronx,  New York ",40.8533973,-73.9101751
"2016 Third Ave ,Manhattan,  New York ","2016 Third Ave , Manhattan,  New York ",40.794709,-73.9427102
"2017 Grand Concourse, Bronx,  New York ","2017 Grand Concourse , Bronx,  New York ",40.8518588,-73.9045611
"202-04 West 118 Street ,Manhattan,  New York ","202-04 West 118 Street , Manhattan,  New York ",40.8044907,-73.9521058
"2023 Belmont Ave, Bronx,  New York ","2023 Belmont Ave , Bronx,  New York ",40.8477828,-73.8906495
"2024 Hughes Ave, Bronx,  New York ","2024 Hughes Ave , Bronx,  New York ",40.8477741,-73.8909647
"2025 Valentine Ave, Bronx,  New York ","2025 Valentine Ave , Bronx,  New York ",40.8511833,-73.9006973
"2039 Hughes Avenue, Bronx,  New York ","2039 Hughes Avenue , Bronx,  New York ",40.8484649,-73.8910417
"2041 Fifth Avenue ,Manhattan,   New York ","2041 Fifth Avenue , Manhattan,   New York ",40.8072261,-73.9414195
"205 East Broadway ,Manhattan,   New York ","205 East Broadway , Manhattan,   New York ",40.714076,-73.9879102
"2053 7th Avenue ,Manhattan,   New York ","2053 7th Avenue , Manhattan,   New York ",40.8072662,-73.9491402
"206 West 121 Street ,Manhattan,  New York ","206 West 121 Street , Manhattan,  New York ",40.806496,-73.9508945
"2068-78 Bathgate Avenue, Bronx,  New York ","2068-78 Bathgate Avenue , Bronx,  New York ",40.8505607,-73.8948487
"207 Troy Ave , Brooklyn, ,  New York ","207 Troy Ave , Brooklyn,  New York ",40.6723216,-73.9361315
"207 West 147 Street ,Manhattan,  New York ","207 West 147 Street , Manhattan,  New York ",40.8234533,-73.9388239
"207-13 West 144 Street ,Manhattan,  New York ","207-13 West 144 Street , Manhattan,  New York ",40.8214993,-73.9401841
"208 Forsyth St ,Manhattan,  New York ","208 Forsyth St , Manhattan,  New York ",40.7228338,-73.99028
"2089-91 Amsterdam Ave ,Manhattan,  New York ","2089-91 Amsterdam Ave , Manhattan,  New York ",40.8368125,-73.9387668
"209 East Seventh Street ,Manhattan,  New York ","209 East Seventh Street , Manhattan,  New York ",40.7246789,-73.979858
"21 East 1 Street  / JUPTER 21,Manhattan,  New York ","21 East 1 Street  / JUPTER 21, Manhattan,  New York ",40.7241837,-73.9912212
"210 Forsyth Street ,Manhattan,  New York ","210 Forsyth Street , Manhattan,  New York ",40.722911,-73.99028
"210-12 East Tremont Avenue, Bronx,  New York ","210-12 East Tremont Avenue , Bronx,  New York ",40.8488399,-73.9053953
"211 St James Place , Brooklyn, ,  New York ","211 St James Place , Brooklyn,  New York ",40.6833095,-73.9635184
"211 West 135 St ,Manhattan,  New York ","211 West 135 St , Manhattan,  New York ",40.8158863,-73.9445423
"211 West 147 Street ,Manhattan,  New York ","211 West 147 Street , Manhattan,  New York ",40.8235629,-73.9390605
"2114 Belmont Avenue, Bronx,  New York ","2114 Belmont Avenue , Bronx,  New York ",40.8490187,-73.8892917
"2116 Honeywell Avenue, Bronx,  New York ","2116 Honeywell Avenue , Bronx,  New York ",40.8453769,-73.8818519
"212 West 105 St ,Manhattan,  New York ","212 West 105 St , Manhattan,  New York ",40.7998458,-73.9669343
"212-14 West 108 St ,Manhattan,  New York ","212-14 West 108 St , Manhattan,  New York ",40.8019298,-73.9657235
"2120 Mapes Avenue, Bronx,  New York ","2120 Mapes Avenue , Bronx,  New York ",40.8470675,-73.8849335
"2122 Valentine Avenue, Bronx,  New York ","2122 Valentine Avenue , Bronx,  New York ",40.853614,-73.899115
"2127 First Ave ,Manhattan,  New York ","2127 First Ave , Manhattan,  New York ",-73.9386893,-73.9386893
"213-15 Mott Street ,Manhattan,  New York ","213-15 Mott Street , Manhattan,  New York ",40.7220797,-73.995445
"2130 Tiebout Ave, Bronx,  New York ","2130 Tiebout Ave , Bronx,  New York ",40.853606,-73.8982261
"214 Bradhurst Avenue ,Manhattan,  New York ","214 Bradhurst Avenue , Manhattan,  New York ",40.8278431,-73.9393985
"2141 Prospect Avenue, Bronx,  New York ","2141 Prospect Avenue , Bronx,  New York ",40.848409,-73.8859022
"2146 Cortelyou Road , Brooklyn, ,  New York ","2146 Cortelyou Road , Brooklyn,  New York ",40.6439267,-73.9570816
"2149-53 Pacific Street , Brooklyn, ,  New York ","2149-53 Pacific Street , Brooklyn,  New York ",40.6759971,-73.9152776
"215 Audubon Avenue ,Manhattan,  New York ","215 Audubon Avenue , Manhattan,  New York ",40.8452213,-73.934555
"2159 First Avenue ,Manhattan,  New York ","2159 First Avenue , Manhattan,  New York ",40.7932882,-73.9376813
"216 East Tremont Ave, Bronx,  New York ","216 East Tremont Ave , Bronx,  New York ",40.8488286,-73.9052006
"2163 Morris Avenue, Bronx,  New York ","2163 Morris Avenue , Bronx,  New York ",40.8555748,-73.9038353
"2167 Crotona Avenue, Bronx,  New York ","2167 Crotona Avenue , Bronx,  New York ",40.8501724,-73.8870359
"2168 Second Avenue ,Manhattan,  New York ","2168 Second Avenue , Manhattan,  New York ",40.7940078,-73.9396732
"217 Kingsland Avenue , Brooklyn, ,  New York ","217 Kingsland Avenue , Brooklyn,  New York ",40.724001,-73.9416517
"2178 Atlantic Ave , Brooklyn, ,  New York ","2178 Atlantic Ave , Brooklyn,  New York ",40.6762546,-73.9143085
"218 Scholes Street , Brooklyn, ,  New York ","218 Scholes Street , Brooklyn,  New York ",40.70884,-73.940246
"2181 Pacific St , Brooklyn, ,  New York ","2181 Pacific St , Brooklyn,  New York ",40.6759346,-73.9141713
"2182 Atlantic Avenue , Brooklyn, ,  New York ","2182 Atlantic Avenue , Brooklyn,  New York ",40.6762406,-73.9141278
"219 East 7 Street ,Manhattan,  New York ","219 East 7 Street , Manhattan,  New York ",40.7241686,-73.9794599
"219 Thomas S. Boyland St , Brooklyn, ,  New York ","219 Thomas S. Boyland St , Brooklyn,  New York ",40.6769985,-73.9133741
"219-29 West 144 Street ,Manhattan,  New York ","219-29 West 144 Street , Manhattan,  New York ",40.8216116,-73.9405361
"2195 Seventh Ave ,Manhattan,  New York ","2195 Seventh Ave , Manhattan,  New York ",40.8118655,-73.9457889
"220 East 10 Street ,Manhattan,  New York ","220 East 10 Street , Manhattan,  New York ",40.7291348,-73.9857964
"220 Lee Avenue , Brooklyn, ,  New York ","220 Lee Avenue , Brooklyn,  New York ",40.7011699,-73.9550359
"221 East 173 Street, Bronx,  New York ","221 East 173 Street , Bronx,  New York ",40.8439229,-73.9088813
"223-25 East 3 Street ,Manhattan,  New York ","223-25 East 3 Street , Manhattan,  New York ",40.722467,-73.981917
"223-25 East 4 Street ,Manhattan,  New York ","223-25 East 4 Street , Manhattan,  New York ",40.72378,-73.983144
"224 Lefferts Avenue , Brooklyn, ,  New York ","224 Lefferts Avenue , Brooklyn,  New York ",40.6620277,-73.9540153
"2247 Hughes Avenue, Bronx,  New York ","2247 Hughes Avenue , Bronx,  New York ",40.8519096,-73.8887103
"225-227 South 3 St , Brooklyn, ,  New York ","225-227 South 3 St , Brooklyn,  New York ",40.7112,-73.958309
"2250 Webster Avenue, Bronx,  New York ","2250 Webster Avenue , Bronx,  New York ",40.8553776,-73.8958083
"226 West 111 St ,Manhattan,  New York ","226 West 111 St , Manhattan,  New York ",40.8005857,-73.9565781
"226 West 113 Street ,Manhattan,  New York ","226 West 113 Street , Manhattan,  New York ",40.8014515,-73.9548651
"227 South 2 St , Brooklyn, ,  New York ","227 South 2 St , Brooklyn,  New York ",40.7121684,-73.9584149
"227-29 East 14 Street , Brooklyn, ,  New York ","227-29 East 14 Street , Brooklyn,  New York ",40.7330263,-73.9859184
"228-32 Crystal Street , Brooklyn, ,  New York ","228-32 Crystal Street , Brooklyn,  New York ",40.6730329,-73.8741106
"229 East 4 Street ,Manhattan,  New York ","229 East 4 Street , Manhattan,  New York ",40.7236754,-73.9830159
"229 East 7 Street ,Manhattan,  New York ","229 East 7 Street , Manhattan,  New York ",40.7242777,-73.9790622
"229 Lee Avenue , Brooklyn, ,  New York ","229 Lee Avenue , Brooklyn,  New York ",40.7012478,-73.9546338
"229 West 113 Street ,Manhattan,  New York ","229 West 113 Street , Manhattan,  New York ",40.8018621,-73.9547757
"229-31 West 111 St ,Manhattan,  New York ","229-31 West 111 St , Manhattan,  New York ",40.7985825,-73.9505641
"230 East 95 St , Brooklyn, ,  New York ","230 East 95 St , Brooklyn,  New York ",40.6605397,-73.9227024
"230 Lee Ave , Brooklyn, ,  New York ","230 Lee Ave , Brooklyn,  New York ",40.7009791,-73.9549294
"230-40 Bushwick Avenue , Queens,  New York ",230-40 Bushwick Avenue  Queens New York ,40.7078762,-73.9400241
"2301 Seventh Ave ,Manhattan,  New York ","2301 Seventh Ave , Manhattan,  New York ",40.8153436,-73.9432996
"231 East 10 St ,Manhattan,  New York ","231 East 10 St , Manhattan,  New York ",40.7293036,-73.9851571
"231 Maujer Street , Brooklyn, ,  New York ","231 Maujer Street , Brooklyn,  New York ",40.7112616,-73.9410202
"2310 Clarendon Road , Brooklyn, ,  New York ","2310 Clarendon Road , Brooklyn,  New York ",40.6426164,-73.9550398
"232 Moffat Street , Brooklyn, ,  New York ","232 Moffat Street , Brooklyn,  New York ",40.6886797,-73.9050191
"2321-23 Newkirk Ave , Brooklyn, ,  New York ","2321-23 Newkirk Ave , Brooklyn,  New York ",40.6394623,-73.9554203
"2323 Loring Place North, Bronx,  New York ","2323 Loring Place North , Bronx,  New York ",40.8623923,-73.908127
"233 Stuyvesant Avenue , Brooklyn, ,  New York ","233 Stuyvesant Avenue , Brooklyn,  New York ",40.6866552,-73.9325492
"234 South 3 St , Brooklyn, ,  New York ","234 South 3 St , Brooklyn,  New York ",40.7108851,-73.9585686
"235 East 121 St ,Manhattan,  New York ","235 East 121 St , Manhattan,  New York ",40.8007297,-73.9361888
"236-8 New Jersey Avenue , Brooklyn, ,  New York ","236-8 New Jersey Avenue , Brooklyn,  New York ",40.6738447,-73.8955785
"237 East 121 St ,Manhattan,  New York ","237 East 121 St , Manhattan,  New York ",40.8007,-73.9361128
"237 West 135 Street ,Manhattan,  New York ","237 West 135 Street , Manhattan,  New York ",40.8163473,-73.9454815
"237-39 Hancock Street , Brooklyn, ,  New York ","237-39 Hancock Street , Brooklyn,  New York ",40.6831726,-73.9465223
"238 West 106 Street ,Manhattan,  New York ","238 West 106 Street , Manhattan,  New York ",40.8007503,-73.9669556
"238 West 112 Street ,Manhattan,  New York ","238 West 112 Street , Manhattan,  New York ",40.8012153,-73.9559325
"2380 Arthur Ave, Bronx,  New York ","2380 Arthur Ave , Bronx,  New York ",40.8549468,-73.8878157
"2381 Dean Street , Brooklyn, ,  New York ","2381 Dean Street , Brooklyn,  New York ",40.6747923,-73.9084715
"2386 Arthur Avenue, Bronx,  New York ","2386 Arthur Avenue , Bronx,  New York ",40.855064,-73.887826
"2386 Morris Ave, Bronx,  New York ","2386 Morris Ave , Bronx,  New York ",40.8600426,-73.9004511
"24 Cooper St ,Manhattan,  New York ","24 Cooper St , Manhattan,  New York ",40.8677326,-73.9246385
"24 St Marks Place , Brooklyn, ,  New York ","24 St Marks Place , Brooklyn,  New York ",40.6823335,-73.9817344
"240 Echo Place, Bronx,  New York ","240 Echo Place , Bronx,  New York ",40.8494256,-73.9040594
"240 West 112 Street ,Manhattan,  New York ","240 West 112 Street , Manhattan,  New York ",40.801259,-73.9560345
"2400-10 Davidson Ave, Bronx,  New York ","2400-10 Davidson Ave , Bronx,  New York ",40.861642,-73.9027568
"241 South 3 Street , Brooklyn, ,  New York ","241 South 3 Street , Brooklyn,  New York ",40.7109202,-73.9576597
"241 West 111 Street ,Manhattan,  New York ","241 West 111 Street , Manhattan,  New York ",40.8009517,-73.9564403
"2416 Newkirk Ave , Brooklyn, ,  New York ","2416 Newkirk Ave , Brooklyn,  New York ",40.6394559,-73.9534785
"242 West 112 St ,Manhattan,  New York ","242 West 112 St , Manhattan,  New York ",40.8012098,-73.9562095
"242-44 South 2 Street , Brooklyn, ,  New York ","242-44 South 2 Street , Brooklyn,  New York ",40.7116597,-73.958323
"2420 Beaumont Avenue, Bronx,  New York ","2420 Beaumont Avenue , Bronx,  New York ",40.8546721,-73.8839434
"243F Mulberry St ,Manhattan,  New York ","243F Mulberry St , Manhattan,  New York ",40.7229447,-73.9960304
"244 Elizabeth Street ,Manhattan,  New York ","244 Elizabeth Street , Manhattan,  New York ",40.7233995,-73.9937234
"2440-50 Amsterdam Avenue ,Manhattan,  New York ","2440-50 Amsterdam Avenue , Manhattan,  New York ",40.8485417,-73.930871
"2456 ARTHUR AVENUE, Bronx,  New York ","2456 ARTHUR AVENUE , Bronx,  New York ",40.8566612,-73.8863417
"246 Cornelia Street , Brooklyn, ,  New York ","246 Cornelia Street , Brooklyn,  New York ",40.6933281,-73.912077
"2460 Seventh Ave ,Manhattan,  New York ","2460 Seventh Ave , Manhattan,  New York ",40.8207632,-73.9402104
"248 East 3 St ,Manhattan,  New York ","248 East 3 St , Manhattan,  New York ",40.7217334,-73.9813474
"25 Madison Street ,Manhattan,  New York ","25 Madison Street , Manhattan,  New York ",40.711957,-73.9993159
"25 Stratford Road , Brooklyn, ,  New York ","25 Stratford Road , Brooklyn,  New York ",40.648219,-73.9692899
"250 East 178 St, Bronx,  New York ","250 East 178 St , Bronx,  New York ",40.8500382,-73.9031663
"250 Madison St ,Manhattan,  New York ","250 Madison St , Manhattan,  New York ",40.7126305,-73.9872572
"251 East 204 Street, Bronx,  New York ","251 East 204 Street , Bronx,  New York ",40.8744009,-73.884215
"252 Heyward Street , Brooklyn, ,  New York ","252 Heyward Street , Brooklyn,  New York ",40.704518,-73.9513975
"254 East 184 Street, Bronx,  New York ","254 East 184 Street , Bronx,  New York ",40.8588799,-73.8980702
"256 South 4 Street , Brooklyn, ,  New York ","256 South 4 Street , Brooklyn,  New York ",40.7098501,-73.9578638
"258-60 West 117th Street ,Manhattan,  New York ","258-60 West 117th Street , Manhattan,  New York ",40.8043902,-73.953777
"26 Havemeyer Street , Brooklyn, ,  New York ","26 Havemeyer Street , Brooklyn,  New York ",40.7158202,-73.9537911
"26 St Nicohlas Ave , Brooklyn, ,  New York ","26 St Nicohlas Ave , Brooklyn,  New York ",40.7073693,-73.9217604
"260 Marcus Garvey Blvd Brooklyn, NY 11221
",260 Marcus HDFC ,-73.994396,-73.9394028
"263 Devoe Street , Brooklyn, ,  New York ","263 Devoe Street , Brooklyn,  New York ",-73.9392198,-73.9392198
"263 South 2nd Street , Brooklyn, ,  New York ","263 South 2nd Street , Brooklyn,  New York ",-73.9570525,-73.9570525
"265 Hawthorne St , Brooklyn, ,  New York ","265 Hawthorne St , Brooklyn,  New York ",-73.9516509,-73.9516509
"265 Lee Avenue , Brooklyn, ,  New York ","265 Lee Avenue , Brooklyn,  New York ",-73.9535015,-73.9535015
"2665 Decatur Avenue, Bronx,  New York ","2665 Decatur Avenue , Bronx,  New York ",40.8645094,-73.889569
"2670 Valentine Avenue, Bronx,  New York ","2670 Valentine Avenue , Bronx,  New York ",40.8657978,-73.8928048
"2674 Valentine Avenue, Bronx,  New York ","2674 Valentine Avenue , Bronx,  New York ",40.8660193,-73.8926975
"2676 Decatur Avenue, Bronx,  New York ","2676 Decatur Avenue , Bronx,  New York ",40.8645728,-73.888881
"268 East 181 Street, Bronx,  New York ","268 East 181 Street , Bronx,  New York ",40.854042,-73.8995798
"268 East 4 St ,Manhattan,  New York ","268 East 4 St , Manhattan,  New York ",40.7226961,-73.9814658
"269 West 153 St ,Manhattan,   New York ","269 West 153 St , Manhattan,   New York ",40.8278393,-73.9376124
"2698 Valentine, Bronx,  New York ","2698 Valentine , Bronx,  New York ",40.8665206,-73.8923975
"27 West 84 St ,Manhattan,  New York ","27 West 84 St , Manhattan,  New York ",40.7847748,-73.9716269
"270 Convent Avenue ,Manhattan,  New York ","270 Convent Avenue , Manhattan,  New York ",40.8221036,-73.9484164
"270 East 162 St, Bronx,  New York ","270 East 162 St , Bronx,  New York ",40.826333,-73.917704
"270 St Nicholas Ave ,Manhattan,  New York ","270 St Nicholas Ave , Manhattan,  New York ",40.8097628,-73.9526519
"272 Alexander Ave, Bronx,  New York ","272 Alexander Ave , Bronx,  New York ",40.8104701,-73.924519
"272 Gates Ave , Brooklyn, ,  New York ","272 Gates Ave , Brooklyn,  New York ",40.6853418,-73.9560334
"272 St James Place , Brooklyn, ,  New York ","272 St James Place , Brooklyn,  New York ",40.6821443,-73.9636744
"272-4 South 5 Street , Brooklyn, ,  New York ","272-4 South 5 Street , Brooklyn,  New York ",40.7092601,-73.9584657
"2728 Broadway ,Manhattan,  New York ","2728 Broadway , Manhattan,  New York ",40.7999448,-73.9674866
"273-77 Grand Street , Brooklyn, ,  New York ","273-77 Grand Street , Brooklyn,  New York ",40.7134358,-73.9578559
"274 East 194 Street, Bronx,  New York ","274 East 194 Street , Bronx,  New York ",40.8646498,-73.8924263
"274 East 7 St ,Manhattan,  New York ","274 East 7 St , Manhattan,  New York ",40.7231138,-73.9771693
"274-76 South 2 Street , Brooklyn, ,  New York ","274-76 South 2 Street , Brooklyn,  New York ",40.7111986,-73.9570805
"274-78 Nagle Avenue ,Manhattan,  New York ","274-78 Nagle Avenue , Manhattan,  New York ",40.8637408,-73.9196995
"277 Quincy Street , Brooklyn, ,  New York ","277 Quincy Street , Brooklyn,  New York ",40.6872893,-73.9496274
"2775-79 Eighth Ave ,Manhattan,  New York ","2775-79 Eighth Ave , Manhattan,  New York ",40.7509372,-73.9943613
"278 43 Street , Brooklyn, ,  New York ","278 43 Street , Brooklyn,  New York ",40.6518043,-74.0110182
"2789 VALENTINE AVENUE, Bronx,  New York ","2789 VALENTINE AVENUE , Bronx,  New York ",40.868481,-73.8910508
"279 Albany Ave , Brooklyn, ,  New York ","279 Albany Ave , Brooklyn,  New York ",40.671181,-73.938795
"28 Claver Place , Brooklyn, ,  New York ","28 Claver Place , Brooklyn,  New York ",40.6823007,-73.9578179
"28 St Nicholas Ave , Brooklyn, ,  New York ","28 St Nicholas Ave , Brooklyn,  New York ",40.7073273,-73.9216879
"280 Mott Street ,Manhattan,  New York ","280 Mott Street , Manhattan,  New York ",40.7241532,-73.9941366
"281 Classon Avenue , Brooklyn, ,  New York ","281 Classon Avenue , Brooklyn,  New York ",40.6913398,-73.9602797
"282,Manhattan,  Ave ,Manhattan,   New York ","282, Manhattan,  Ave , Manhattan,   New York ",40.8021873,-73.958594
"283-85 East 4 Street ,Manhattan,  New York ","283-85 East 4 Street , Manhattan,  New York ",40.7228301,-73.9807302
"283-89 Parkside Avenue , Brooklyn, ,  New York ","283-89 Parkside Avenue , Brooklyn,  New York ",40.6560176,-73.958452
"286 West 151 St ,Manhattan,  New York ","286 West 151 St , Manhattan,  New York ",40.8260295,-73.9382322
"29-33 Convent Ave ,Manhattan,  New York ","29-33 Convent Ave , Manhattan,  New York ",40.8139049,-73.952899
"29-35 West 119 St ,Manhattan,  New York ","29-35 West 119 St , Manhattan,  New York ",40.8032269,-73.9459753
"290 East 2 St ,Manhattan,  New York ","290 East 2 St , Manhattan,  New York ",40.7205477,-73.9795626
"295-97 Stanhope Street , Brooklyn, ,  New York ","295-97 Stanhope Street , Brooklyn,  New York ",40.7023889,-73.9190123
"298 East 3 St ,Manhattan,  New York ","298 East 3 St , Manhattan,  New York ",40.7210318,-73.9795916
"30 Macombs Place ,Manhattan,  New York ","30 Macombs Place , Manhattan,  New York ",40.8260398,-73.938723
"30 West 119 Street ,Manhattan,  New York ","30 West 119 Street , Manhattan,  New York ",40.8029758,-73.9463839
"300-302 East 119 St ,Manhattan,  New York ","300-302 East 119 St , Manhattan,  New York ",40.7987328,-73.9362535
"301 West 136 St Block Assoc,Manhattan,  New York ","301 West 136 St Block Assoc, Manhattan,  New York ",40.8173688,-73.9467949
"302 Convent Avenue ,Manhattan,  New York ","302 Convent Avenue , Manhattan,  New York ",40.8230116,-73.9476925
"303 West 122 Street ,Manhattan,  New York ","303 West 122 Street , Manhattan,  New York ",40.8088388,-73.953203
"303-05 East 8 St , Brooklyn, ,  New York ","303-05 East 8 St , Brooklyn,  New York ",40.642577,-73.971221
"304 South 3 Street , Brooklyn, ,  New York ","304 South 3 Street , Brooklyn,  New York ",40.7096304,-73.9551862
"304-06 East 8 St , Brooklyn, ,  New York ","304-06 East 8 St , Brooklyn,  New York ",40.6426453,-73.9716535
"305 East 171 Street, Bronx,  New York ","305 East 171 Street , Bronx,  New York ",40.8387358,-73.9095644
"307 West 107 Street ,Manhattan,  New York ","307 West 107 Street , Manhattan,  New York ",40.8027492,-73.9686377
