"year","TRTID10","hinc","powner","pwht","pblk","pop"
"1980",36047039200,15854.99988,"29.65","95.39","0.38",2644.99998
"1980",36047039300,8583.000045,"22.96","3.46","23.46",2656.000014
"1980",36047039400,13798,"38.69","94.71","0.00",2512
"1980",36047039500,8740.000098,"20.87","14.47","35.38",3655.000041
"1980",36047039600,13446.0002,"43.70","96.19","0.00",2045.00003
"1980",36047039700,6992.000052,"15.88","3.03","72.29",3266.000024
"1980",36047039800,14301.00013,"42.30","96.79","0.05",2120.000019
"1980",36047039900,6479.999976,"21.38","1.55","70.17",2252.999992
"1980",36047040000,15794.00012,"34.63","97.24","0.07",2826.000021
"1980",36047040100,7962.999852,"23.15","0.96","63.33",2704.99995
"1980",36047040200,14657.99995,"39.18","97.72","0.00",2235.999992
"1980",36047040300,7982.999973,"27.11","2.95","73.57",3181.999989
"1980",36047040400,18493.99996,"41.23","96.84","0.14",2088.999995
"1980",36047040500,9545.00008,"28.11","3.94","56.54",1293.000011
"1980",36047040600,13934,"38.95","96.25","0.04",2800
"1980",36047040800,12439,"40.26","97.36","0.22",2769
"1980",36047040900,6386.000042,"14.14","3.26","32.78",3774.000025
"1980",36047041000,16592.99988,"49.05","96.70","0.22",1818.999986
"1980",36047041100,6958.999948,"18.07","1.25","70.80",2804.999979
"1980",36047041200,14559.99995,"33.97","95.90","0.04",2339.999991
"1980",36047041300,6816.000076,"25.87","1.19","66.48",3192.000036
"1980",36047041401,13663.00025,"34.05","93.87","0.07",1371.000026
"1980",36047041402,14017.99969,"26.18","95.77","0.18",1703.999962
"1980",36047041500,7489,"23.33","0.56","61.47",2839
"1980",36047041600,14458.99968,"39.31","94.22","0.35",2301.999949
"1980",36047041700,5774.999914,"13.57","3.64","36.63",1842.999973
"1980",36047041800,12142.99991,"26.92","91.04","0.23",2610.999981
"1980",36047041900,7389.999945,"18.18","4.50","29.33",2133.999984
"1980",36047042000,14214.00007,"46.59","94.96","0.21",1886.00001
"1980",36047042100,7621.000036,"16.67","5.28","17.50",2635.000013
"1980",36047042200,12760.00005,"33.69","93.67","0.51",3126.000012
"1980",36047042300,4846.999833,"11.19","11.89","5.14",2472.999915
"1980",36047042400,11760.99996,"27.18","88.21","0.20",3027.999989
"1980",36047042500,6349.999979,"9.35","10.18","2.04",2112.999993
"1980",36047042600,13519.99986,"27.13","90.57","0.12",3265.999966
"1980",36047042700,5035.99999,"4.42","9.89","1.85",4973.99999
"1980",36047042800,17144.99974,"24.44","93.45","0.94",3311.999949
"1980",36047042900,4873,"6.63","27.36","0.92",5127
"1980",36047043000,9973.999926,"15.70","89.48","0.17",2871.999979
"1980",36047043100,5810.000063,"8.24","31.00","0.94",4980.000054
"1980",36047043200,12903.0001,"23.87","76.81","0.25",3170.000024
