year,TRTID10,hinc,prent,powner,pwht,pblk,pop,punemp,mrent,pcol,phs,str30old,hh10old,fhh,pov,pfb,pfb10,p18und,p60up
1970,36005030701,16493.88138,0.9538761103974377,0.046123838922245156,0.9380642286714037,0.01191296315297544,6994.02948977333,0.021639960469039713,240.0577093,0.24202252299265886,0.30329586157760796,157.0290734,2162.442797,89.88716808,199.3955989,1180.587527,438.1447276,1854.47655010223,964.403641939163
1970,36005030900,16145.36947,0.943444496391056,0.05655550967243448,0.9463517103394413,0.011651202010285699,4020.99248734975,0.020580944845543948,239.2783297,0.21343464801289774,0.38132508399949955,75.7791748,1044.903442,43.44237137,107.3571396,1096.30365,211.6590729,916.611389160156,1024.43389892578
1970,36005031000,13164.89338,0.19342105263157894,0.8065789473684211,0.9942835365853652,0.0019054877718256787,2624.0000455156,0.052385406922357346,137.8846195,0.08727133994961608,0.5175304788278543,223,377,25,149,480,0,661,584
1970,36005031200,11956.52121,0.3066914498141264,0.6933085501858736,0.9915611814345979,0.001205545522815999,1658.99998145923,0.01680672268907563,119.3548414,0.056057866810943956,0.5340566666074875,146,271,30,105,310,0,383,340
1970,36005031400,12425.37296,0.29411764705882354,0.7058823529411765,0.9946409431939979,0.004287245444801715,1866,0.005747126436781609,113.1428571,0.06591639871382636,0.567524115755627,240,301,9,48,363,27,437,338
1970,36005031600,11957.44792,0.3474576271186441,0.652542372881356,0.9880273660205259,0.002280501693385219,1754.00001306832,0.029714285714285714,117.3846132,0.08722918977198463,0.5302166437120635,95,322,18,65,409,0,371,283
1970,36005031800,11115.942,0.32172131147540983,0.6782786885245902,0.9965916837082495,0,1466.99999769445,0,132.4576284,0.0674846626827466,0.5262440362735391,74,243,0,63,431,0,297,303
1970,36005031900,806.9054081,NA,NA,0.9807976366321999,0.004431314573814455,677.000007566065,0.03937007874015748,NA,0.1432791712200007,0,NA,NA,0,40,40,0,3,50
1970,36005032300,12363.63565,0.954302062310672,0.0456979650222537,0.8792779783393501,0.04866426099681144,6900.97798206261,0.02925457036018518,178.8951805,0.24693141195774063,0.31494584269784753,232.1917572,2397.653809,94.67045593,216.2472534,1405.108887,518.196167,1748.912109375,815.162475585938
1970,36005032400,7233.871204,0.8994368463395012,0.1005631536604988,0.9102874026322866,0.0781627723152476,3722.99998298849,0.025052192066805846,93.76470958,0.030889068097090973,0.5508998144968138,203,607,28,458,705,65,1010,748
1970,36005032600,11788.41767,0.4059304703476483,0.5940695296523517,0.9843953187107387,0.004551365419780792,3075.99999313487,0.04229390681003584,134.6014641,0.08972691827567847,0.531859559054384,385,543,23,99,625,0,649,717
1970,36005032800,9015.956696,0.8471926083866382,0.15280739161336176,0.9480874316939882,0.04321907608646306,4025.99999250099,0.029949238578680204,109.5652134,0.05464480884495329,0.5419771495440368,370,854,56,267,892,121,865,716
1970,36005033000,8857.954303,0.9262472885032538,0.0737527114967462,0.9794303797468336,0.015596745346687984,4423.99990935624,0.038401660612350806,125.4896901,0.05311935009379241,0.6098553470342635,650,1110,42,377,1037,183,738,1274
1970,36005033201,9811.046777,0.9180438715368635,0.08195615744423282,0.9796181630546938,0.01496388037555725,3441.39352977276,0.03904969923936347,125.421682,0.09133127364854263,0.5807533525908531,565.574707,862.5680542,34.18309021,226.4074707,1098.298218,103.4371414,576.229187011719,1125.37829589844
1970,36005033202,9811.046852,0.9180438235563924,0.08195615793384912,0.9796181630546971,0.014963881104776542,4310.60647022724,0.03904969991973827,125.4216781,0.09133126591795931,0.5807533550767463,708.425293,1080.431885,42.81690979,283.5925293,1375.701782,129.5628662,721.770812988281,1409.62170410156
1970,36005033500,14643.79727,0.7521756377200145,0.24782436473199995,0.9631588243248999,0.019547107328359202,2221.70948938636,0.022973990658975242,132.5567969,0.2257963111723296,0.34307702151937325,527.6578521,444.0245915,25.30067433,88.72541162,393.0131141,42.34775645,563.812776148319,508.490070283413
1970,36005033600,7341.379431,0.8265349935594676,0.17346500644053242,0.8712016574585641,0.12120165689417438,5792.0000269711,0.03242388295769079,83.49173701,0.051104972137714554,0.5811464061336054,1048,1331,99,605,1420,91,1176,1539
1970,36005033700,14300.7459,0.47375809540960806,0.5262419045903909,0.953210155198624,0.008688815429482282,3002.31633870024,0.027136466295640257,164.1053752,0.17613081802330255,0.34801492418761437,458.2432778,574.5126774,20.84563433,98.17725414,548.9383599,135.5652258,965.025517940521,518.004831790924
1970,36005033800,7724.489904,0.7863036303630363,0.2136963696369637,0.9823094242521706,0.013187519968594429,3109.00003166933,0.059077809798270896,80.56818107,0.03184303602172801,0.6021228629563115,1054,667,46,340,891,63,653,784
1970,36005034000,7648.148034,0.7639791937581274,0.23602080624187255,0.9820452771272452,0.0028623471179777867,3843.00000894768,0.06141439205955335,84.65517287,0.03304709854392535,0.6552172766425516,1252,728,41,367,1173,61,654,1265
1970,36005034200,9086.955952,0.5836653386454184,0.4163346613545817,0.9578804347826028,0.04211956559004674,1471.99998697639,0.10819672131147541,90.86206805,0.012228260977755505,0.5998641357421173,278,285,26,154,267,0,369,299
1970,36005034300,10878.78826,0.7449541580190038,0.2550458987428161,0.9440154440154434,0.02187902279195423,1533.02165018697,0.004848484911930875,154.9698783,0.13513513313705242,0.4176319163019748,248.5980988,409.3976746,8.878503799,53.2710228,299.8961182,47.35202026,377.829650878906,285.0986328125
1970,36005034400,10173.9131,0.44353182751540043,0.5564681724845996,0.9069607167470692,0.09303928396237246,1450.99998893583,0.06386292834890965,105.1428584,0.02756719524811036,0.5692625818734789,150,263,16,99,242,34,349,255
1970,36005034500,13853.50281,0.6483946750195771,0.35160532498042285,0.9330912863070533,0.03786307061490338,3855.99999231263,0.030221262817053427,161.5916931,0.17894190907043378,0.41208506306220183,349,1031,19,79,766,85,963,799
1970,36005034800,9460.457718,0.6504799548277809,0.3495200451722191,0.7350008167652224,0.2578061155104392,6116.99996672943,0.038321903993545785,98.73001099,0.021415726779877953,0.48749387219538975,172,1078,108,504,1037,94,2000,732
1970,36005035000,10190,0.3996383363471971,0.6003616636528029,0.9513849632560778,0.04126625194689693,1769.00000741379,0.04710144927536232,129.5070525,0.03787450521153554,0.5771622361339969,163,279,17,105,363,81,450,285
1970,36005035100,4425.925546,0.8691741686775473,0.1308258438113709,0.9619911721432052,0.013732221932630066,4073.95249911498,0.02477973552993812,149.1708538,0.15301618672172107,0.3229524328734366,502.5007629,941.0650635,24.9751873,174.8263092,853.1524048,266.7349854,672.33203125,597.406494140625
1970,36005035600,8970.587654,0.3314176245210728,0.6685823754789272,0.4875283446712018,0.5034013661115628,1763.99998049112,0.03195266272189349,129.5454525,0.022675737212232563,0.49489796465697566,218,326,15,296,215,90,530,215
1970,36005035800,10419.35375,0.3349140374024235,0.6650859625975754,0.5586671393123009,0.41616447890809133,5637.13263416814,0.02730496455438679,122.7653679,0.037929812508580844,0.5031903567084658,464.5988464,1123.030273,85.92580414,448.6126404,1130.024292,447.6134949,1678.55065917969,655.43408203125
1970,36005035900,4252.065811,0.9823609226594301,0.017639076046574897,0.4771848414539818,0.467130722177271,2585.99989820746,0.09682804038397329,83.71950535,0.008120649971624745,0.41879351996521896,642,595,155,849.999939,143,78,1119,173
1970,36005036000,11653.06414,0.42509135200974424,0.5749086479902558,0.9889439574290512,0.010674799805782299,2623.00001025153,0.05361702127659575,110.470948,0.02935569946590132,0.6004574890752543,252,398,11,182,695,97,556,654
1970,36005036100,4897.058462,0.9879807692307693,0.01201923076923077,0.5860174781523084,0.3977528061555058,4005.00002852827,0.06671838634600466,82.54208485,0.01473158541316688,0.4197253403310767,1142,1141,302,1226,492,222,1681,249
1970,36005036300,4659.090672,0.9751396648044692,0.024860335195530728,0.5627300368058907,0.3992638824419389,12497.9999930889,0.08280069726902964,82.78626289,0.002240358458592042,0.40142422809843836,2665,3241,956,4889,860,425,5776,697
1970,36005036400,9464.286526,0.4233576642335766,0.5766423357664233,0.36120789779326357,0.6260162537493474,2583.00002646167,0.03598774885145482,110.5405442,0.03097173797151997,0.5149051437765195,494,564,58,160,873,239,704,395
1970,36005036501,4284.482821,0.9882352941176471,0.011764705882352941,0.4761705685618733,0.4985367911548532,4783.99998217821,0.07585644371941272,79.58064163,0.009197324448978424,0.4069816068672953,1282,1259,391,1869,389,296,2174,267
1970,36005036502,4809.090909,0.9478260869565217,0.05217391304347826,0.43784378437843796,0.5261276150887498,3635.99998391513,0.02938475665748393,84.10087761,0.0027502750396693663,0.44609461143437124,903,913,221,1219,132,44,1591,199
1970,36005036700,5574.468243,0.9580573951434879,0.04194260485651214,0.41950187204948763,0.5140810812878512,6142.99983980879,0.06740389678778304,87.06666727,0.00944164113828226,0.41689729233001493,1586,1592,393,1454,520,345,2668,318
1970,36005036800,12409.09128,0.4168514375529181,0.583148528495368,0.549143944197845,0.4318325763963058,1571.49685375625,0.019145802077053176,99.0476224,0.04755865789445127,0.5884590824917025,192.3265076,244.1450348,37.86739349,130.5428619,238.1659851,69.75572968,385.649505615234,334.827484130859
1970,36005036901,4553.571501,0.9758190327613104,0.02418096723868955,0.4885887284583127,0.4317652425834145,4294.00011197478,0.022727272727272728,84.77192621,0.005822077165364273,0.4084769339219574,1017,1112,363,1378,399,114,1878,265
1970,36005036902,5558.510669,0.9666666666666667,0.03333333333333333,0.4428896843475426,0.5073218391199001,3072.99997710437,0.01627906976744186,87.90229885,0.00227790434498993,0.455580868997986,466,767,175,1007,117,36,1357,266
1970,36005037000,10198.01983,0.490272373540856,0.5097276264591439,0.8716442953020128,0.11199664012310209,2384.00008881092,0.02721088620991254,111.7567584,0.031040267300035784,0.5394295101060272,250.0000153,461.0000305,47,120.0000076,561,80,587,405
1970,36005037100,4299.17999,0.9565217391304348,0.043478260869565216,0.5128573137184542,0.43308216639820124,8361.00001557358,0.06896551724137931,79.15058171,0.0015548379351495764,0.40664992150065843,2061,1954,617,3010,684,325,3930,521
1970,36005037200,10043.47823,0.5053003533568905,0.49469964664310956,0.961805555555551,0.03530092528483313,1728.00003138185,0.03526093088857546,90.35714188,0.039930554830385025,0.5792823968871798,311,318,32,199,410,65,416,356
1970,36005037300,5294.797914,0.8910459657448175,0.10895404636838757,0.6118405627198115,0.356037514211817,8514.33277111501,0.05490981668663842,80,0.01324736218704652,0.4352872122373777,1840.613037,1997.324707,547.9916382,2830.791016,867.4038696,302.4434814,3568.43383789063,739.638977050781
1970,36005037400,8109.154769,0.938985736925515,0.061014263074484945,0.8118232367573902,0.17734855875214273,3416.99985759077,0.03259259259259259,93.80433808,0.02165642466610324,0.6122329783984861,464.9999695,614,52.99999619,283,773.999939,137,838.999938964844,819.999938964844
1970,36005037504,4470.27435,0.9577001090324028,0.042299890901687766,0.5979777862840859,0.3610861924028119,6534.66738078627,0.08920068015988272,76.04089064,0.003704480979579297,0.5048183180217318,1698.386939,1551.675306,376.0083673,2374.20898,873.5961225,339.5565306,2553.56632661819,745.361020445824
1970,36005037600,9166.666957,0.7540453074433657,0.2459546925566343,0.9473372781065055,0.0420118354150705,1689.99995592982,0.03879849812265332,96.25,0.017159763761085134,0.6266272352754881,501,382,22,158,470,0,396,409
1970,36005037800,8622.222543,0.742639040348964,0.257360959651036,0.8934359805510542,0.09967585249273413,2467.9999603508,0.019520851818988466,97.71844025,0.027957861065035183,0.5806321000897886,561,537,44,346,233,0,545,528
1970,36005037900,5588.028422,0.9344692005242464,0.0655307994757536,0.5984515589035347,0.3889935069474256,4779.00007788884,0.07625542467451953,82.651511,0.014647415538633564,0.4670433068890016,1325,1111,259,1127,587,324,1850,524
1970,36005038000,9431.371884,0.725506072874494,0.2744939271255061,0.5071050431875165,0.4770130962917079,3588.99999456841,0.03506574827802129,104.2519706,0.04792421294519495,0.5174143223210873,691,971,82,552,941,469,1005,529
1970,36005038100,6168.539648,0.9546678635547576,0.04533213644524237,0.8704623614826129,0.12017577468215807,5233.99996100366,0.040870724122612175,88.97959274,0.031142529846091838,0.6146350829133586,1703,1335,112,592,1472,189,1076,1610
1970,36005038200,8816.272879,0.5225164476743083,0.4774835523256917,0.39320339753509503,0.5740973277757863,2174.50316000637,0.05996499521727601,100.9160945,0.02771287025392204,0.5142500680462218,272.673503,411.8549649,29.1326068,152.4571445,753.834027,533.2442757,635.350495576859,275.172523260117
1970,36005038301,5831.196686,0.979906799448099,0.02009318663483626,0.7895466666666667,0.1894400065248269,4489.87887357362,0.05085653111813696,79.13447263,0.036373332933593266,0.49258668290970675,1401.800049,1125.463013,176.7216339,828.0534058,659.9523315,199.230896,1433.40881347656,768.188354492188
1970,36005038302,5831.196707,0.979906827779158,0.020093185011918924,0.789546666666667,0.189439994510957,4885.12111332966,0.05085653098593752,79.1344724,0.036373333798246234,0.4925866530584037,1525.199951,1224.536987,192.2783661,900.9465942,718.0476685,216.769104,1559.59118652344,835.811645507813
1970,36005038500,4681.102717,0.9516058073031236,0.04839419269687637,0.6499261447562776,0.3320800308940001,7447.0000299096,0.06066262249183388,73.60638436,0.010608298601142747,0.4232576859595182,1902,1860,445,2374,939,509,3144,671
1970,36005038600,8104.166667,0.7615550755939525,0.2384449244060475,0.6279889638258738,0.36587982792153706,6524.00000721519,0.03670058139534884,104.5098022,0.034181483714496336,0.5285101159084457,1488,1552,135,634,924,155,1835,1189
1970,36005038700,5434.21028,0.9303201506591338,0.0696798493408663,0.779958913490071,0.20018260857514236,4380.99995919876,0.0563953488372093,68.49264613,0.02624971492148389,0.5135813788985979,1456,1004,167,876,965,281,1332,699
1970,36005038800,7782.609266,0.4935251798561151,0.5064748201438849,0.17904937701892007,0.8144900663126202,2167.00003229082,0.06822429906542056,107.7464696,0.04153207137004862,0.5011536611985867,346,382,64,287,284,115,661,277
1970,36005038900,5575.269117,0.90625,0.09375,0.9425969074348649,0.03876297424854231,4720.99996317702,0.05375139977603583,61.62576828,0.02944291486637913,0.5674645246548898,1604,980,111,892,1786,891,1310,879
1970,36005039000,7476.190397,0.6178960096735188,0.38210399032648124,0.41048895899053495,0.586356462508276,2536.00001889467,0.049074074074074076,94.55357143,0.014589905254072773,0.5488958949640351,531,471,66,252,509,238,732,402
1970,36005039100,5250,0.9283655825442569,0.0716344174557431,0.9312549960031978,0.04769517805776219,7505.99986368511,0.04184424641611778,65.96737112,0.01838529210047816,0.5542232981013706,2138,1450,179,1747,2603,844,2204,1475
1970,36005039200,8702.127671,0.7784552845528455,0.22154471544715448,0.8120903131828092,0.18353969033994735,1373.00002813153,0.059006211180124224,95.18181911,0.03131828049451483,0.6205389530541077,494,253,32,158,357,154,316,327
1970,36005039300,5248.520661,0.9583333333333334,0.041666666666666664,0.785631011366948,0.1729816360731916,6862.00007668883,0.05911949685534591,73.61471273,0.009180996691331988,0.5231710812997118,2023,1528,304,1670,1097,503,2231,969
1970,36005039400,8376.19052,0.7941585535465925,0.20584144645340752,0.8900398406374502,0.10172642762284197,3765,0.045089561457689935,87.84689005,0.04594953519256308,0.5325365205843293,978,746,63,208,558,61,877,836
1970,36005039500,4419.221219,0.937097910654348,0.06290208895781566,0.5799618161448894,0.3907586762637737,10821.274455489,0.08687223736616392,77.43765107,0.0059918436868691355,0.41653076461004673,2567.312653,2573.7872390000002,767.037571,3817.917374,934.5348177,617.0021286,4950.27415466309,719.57112121582
1970,36005039600,7888.88875,0.6196911196911197,0.3803088803088803,0.36989966555183945,0.6237458193979933,2990,0.03982930298719772,90.078125,0.031438127090301006,0.5364548494983278,697,733,62,254,637,267,802,522
1970,36005039700,4815.217177,0.899343544857768,0.10065645514223195,0.9728739002932589,0.023460410517241684,1364.00000232231,0.025096525096525095,76.17646556,0.02492668617456929,0.5175953070366447,398,238,25,220,285,59,325,265
1970,36005039800,8625,0.49448123620309054,0.5055187637969095,0.11958997722095673,0.8614274867122248,2634,0.0294351630867144,102.8688529,0.02619589977220957,0.5664388762338648,455,561,98,345,549,261,742,364
1970,36005039901,7649.350735,0.9650229357798165,0.034977064220183485,0.9724072312083727,0.01831588988479485,4203.9999412708,0.038946791003839826,81.60142788,0.050428164358136476,0.5965746991047466,1390,957,32,434,1101,132,852,1285
1970,36005039902,6408.256541,0.9690949227373068,0.03090507726269316,0.8829387032529321,0.09670281035627351,4519,0.0274949083503055,79.37143188,0.03717636645275504,0.5591945120601903,1688,987,111,805,1018,293,1047,1139
1970,36005040100,8317.647166,0.9920634920634921,0.007936507936507936,0.9893517068587537,0.0034450360419531396,3192.9999762103,0.028217481073640742,92.60309659,0.061384278565710486,0.6329470764352086,969,724,28,283,1110,315,532,1136
1970,36005040302,8190.475986,0.9942734430923408,0.00572655690765927,0.9888682745825614,0.004329004199989951,3234.00009638071,0.03469387755102041,87.0696713,0.04267161282847237,0.6444031966270756,1377,628,22,407,892,127,559,1063
1970,36005040303,8014.493174,0.967765379743637,0.0322346982945426,0.9910193792342814,0.0044115330119978225,3483.50765646622,0.04039688199311094,89.85042038,0.049472192541360406,0.6615724023807231,1216.785278,770.0269775,18.66066742,312.8406067,939.0706787,100.4383011,555.429321289063,1338.62854003906
1970,36005040304,8014.492822,0.9677653032075177,0.032234699854914284,0.991019379234283,0.004411533038943212,2863.49231988937,0.0403968812197945,89.8504309,0.04947219083355988,0.6615723946042188,1000.214661,632.9730225,15.33933163,257.1593933,771.9293213,82.56169891,456.570709228516,1100.37145996094
1970,36005040400,8676.056641,0.4843568945538818,0.5156431054461182,0.23967249720878298,0.7536285876767495,2686.99997998029,0.007621951219512195,107.4757308,0.029772981241550596,0.5366579868789495,339,602,75,161,257,52,748,354
1970,36005040501,8254.95001,0.9293295731794002,0.07067039274916222,0.9685447998305468,0.012815082058824402,3543.49529284611,0.03944820915801627,85.7787829,0.044693920214804686,0.5659817968571799,1051.939941,769.7213135,47.66192627,340.3887024,958.8678589,167.0043793,814.756225585938,941.6044921875
1970,36005040502,8254.950072,0.9293296811452955,0.07067039390489828,0.9685447998305441,0.012815081915761011,5898.50469616195,0.03944820906468215,85.77877399,0.04469391860814106,0.565981797246388,1751.060059,1281.278687,79.33807373,566.6112671,1596.13208,277.9956055,1356.24377441406,1567.3955078125
1970,36005040600,7341.463608,0.7428087986463621,0.2571912013536379,0.5656898254856754,0.41554165759102707,3036.99996605888,0.031538461538461536,88.02325064,0.0651959177519995,0.5502140331494503,898,612,69,525,521,184,689,707
1970,36005040701,7585.52659,0.9787985865724381,0.02120141342756184,0.9940334128878282,0.002386634844868735,2514,0.049747048903878585,85.79439305,0.035401750198886237,0.6109785202863962,915,545,53,186,523,0,447,830
1970,36005040702,8658.536015,0.952931108258451,0.047068891741549,0.9872537659327937,0.004303923243633017,6040.99992686044,0.02663622526636225,91.86792771,0.08624400038203084,0.5896374843777232,1840,1324,36,549,1702,86,1228,1807
1970,36005040800,8814.286307,0.8669201520912547,0.13307984790874525,0.880774550484094,0.09183955705759447,3615.00001346692,0.027843601895734597,88.26732456,0.048962655419259704,0.5576763464702122,979,827,41,261,587,183,912,701
1970,36005040900,13870.5875,0.22045854033616402,0.7795414462081128,0.9809885931558935,0.013941698791373606,1577.99995030824,0.016042780748663103,140.6250086,0.10899873600528456,0.4676806230924419,31.99999809,490.9999695,18,35,300,87,294,307
1970,36005041100,9336.734122,0.9570383912248629,0.04296160877513711,0.9809772472957855,0.00559492734931645,2680.99996004999,0.03051643192488263,95.3448245,0.05744125411964889,0.62588587281020025,764,569,23,276,652,61,467,807
1970,36005041300,9048.223483,0.9677642980935875,0.03223570190641248,0.99015625,0.0012499999930150802,6400.00003576279,0.035905511811023624,99.12036622,0.08437499952851792,0.6121874965791355,1971,1625,29,553,1517,86,930,2263
1970,36005041400,9045.454098,0.5998672859986729,0.40013271400132716,0.9664196387216304,0.02871699815580643,4318.00006836466,0.022494887525562373,95.75757916,0.02037980514283037,0.5984251873758373,1069,958,40,413,839,326,1039,967
1970,36005041500,8463.114962,0.9611387257117036,0.03886127428829643,0.9860221316249256,0.008347893535144877,5151.00004797243,0.03362068965517241,97.23282499,0.07183071181403732,0.5950300857027685,1615,1118,50,395,1196,157,990,1629
1970,36005041800,8619.028711,0.7609075043630017,0.23909249563699825,0.9922279792753688,0.0064766839251271845,3088.0000060536,0.05124653739612189,92.52525562,0.04242227970958306,0.5880829004015484,926,581,18,259,821,156,670,809
1970,36005041900,8111.842132,0.952508620317142,0.04749138267038075,0.9886307464162142,0.003624979274244077,5935.93492254987,0.03978873160767716,88.95539717,0.07414730470308695,0.6005931799313874,2337.598389,1326.269165,89.98286438,489.037323,1639.253052,140.8427429,1038.71520996094,1969.84228515625
1970,36005042000,7580.459632,0.9022673964034402,0.09773260359655982,0.9272336505987117,0.061713232634212266,3257.00002123322,0.022546419098143235,78.96396366,0.044519496178909344,0.6149831092852097,1007,593,44,330,855,299,604,883
1970,36005042100,7681.45171,0.9917834702754954,0.008216529724504592,0.9712702647239895,0.00902934535564203,4873.00000907667,0.033550792171481825,92.08115558,0.09131951552865235,0.5815719258611253,1629,1023,38,441,1590,315,916,1482
1970,36005042200,9839.080097,0.5543259557344065,0.44567404426559354,0.8087333092746302,0.19090581213257507,2770.99997161236,0.0197869101978691,88.1666643,0.05304944117861727,0.6008661194720936,630,423,16,225,314,0,616,668
1970,36005042300,8370.494799,0.9458876231794782,0.05411237632252046,0.976709778935036,0.014381911149534885,3371.06505484134,0.02763838295666797,89.10586316,0.05810223529169433,0.59266668797468,1072.401627,888.7307987,29.01713371,250.9626837,782.7469139,230.1572528,622.284740447998,1056.15768814087
1970,36005042400,9090.908922,0.40654205607476634,0.5934579439252337,0.5238095238095228,0.45900834902616183,2036.99998482317,0.07515657620041753,98.79310345,0.02454590101744181,0.5282277898953477,294,441,38,118,537,192,576,313
1970,36005042500,8629.167134,0.9315518049695265,0.06844819503047352,0.9850801252532708,0.007552035383212488,5428.99998735962,0.035830618892508145,84.22600812,0.04862774002849017,0.581690920492318,1839,1128,85,637,877,82,1247,1501
1970,36005042600,10583.33333,0.3504059962523423,0.6495940037476577,0.7680339462517691,0.2225954732111731,5656.00001580268,0.023683135973866884,131.4473736,0.02828854306099102,0.49575671714386765,449,1107,79,440,831,306,1856,729
1970,36005042800,8632.978431,0.37544483985765126,0.6245551601423488,0.9542072123640521,0.032627360461334194,1747.00003904849,0,126.2337641,0.0051516884938948735,0.4310246039892044,23,438,0,47,65,0,460,238
1970,36005042901,8308.009417,0.943335541154855,0.056664458947280824,0.9983829693279945,0.001591059756999345,2787.00137478579,0.01309762445178539,85.09778273,0.07089784123812533,0.7025337223418089,1056.439184,650.4832654,51.38258505,346.8302041,480.651701,40.64108849,527.690068244934,881.532245635986
1970,36005042902,8250.000436,0.9197666165636456,0.08023341155126024,0.985524372230428,0.012407681434639172,3349.99862857163,0.019108279556157164,83.17961613,0.045494831550120206,0.6274741667271264,1190.560791,620.5167236,36.61741638,175.1697998,732.3482666,61.35890961,640.309936523438,1199.4677734375
1970,36005043000,10879.12114,0.34823529411764703,0.6517647058823529,0.9528657616892936,0.0426093512468666,2652.0000115775,0.03130434782608696,105.5696197,0.041101055627508494,0.570512818022205,497,546,13,104,647,89,676,553
1970,36005043100,7993.902203,0.9537898242381977,0.04621019906991305,0.9436755325550613,0.03875316089179982,7663.47518201004,0.028828827837710253,93.47133368,0.0694427738017959,0.5793717434386523,2426.598145,1958.986816,107.9102859,770.1289673,1429.580811,202.9082336,1427.73608398438,2184.95288085938
1970,36005043400,8622.866505,0.721496953872933,0.278503046127067,0.9938729442490472,0.0038697194266932066,3101.00001494278,0.022582921665490474,81.53050079,0.027088035986852447,0.6056110902774868,902,589,8,312,390,24,676,797
1970,36005043500,7993.902702,0.9537897175475033,0.04621019944041009,0.9436755325550603,0.03875316028860137,645.524519866234,0.028828827299154654,93.47133839,0.06944277053842833,0.5793717762688554,204.4018555,165.0131226,9.089706421,64.87097931,120.4191818,17.09175491,120.263801574707,184.047134399414
1970,36005043600,10011.11165,0.4252336448598131,0.5747663551401869,0.9949899799599214,0.0045090180318727935,1996.00000185892,0.027809965237543453,86.625,0.022044088155822546,0.6227454904019869,521,342,15,142,399,0,520,402
1970,36005044200,9218.309204,0.6326530612244898,0.3673469387755102,0.8543025784405093,0.13948431148809262,3219.00000946221,0.031313818924438394,86.88461496,0.02578440501895699,0.5905560715787619,823,579,45,144,534,0,776,744
1970,36005044400,9564.996369,0.42704626334519574,0.5729537366548043,0.9379049680874361,0.055345573386494915,3703.99993091449,0.037112010796221326,127.1650574,0.03239740881160678,0.5315874829171146,635,757,28,219,487,104,1091,640
1970,36005044800,13669.01401,0.3030852994555354,0.6969147005444646,0.8775287042099508,0.11262985237834883,1829,0.02955082742316785,117.027028,0.04209950792782941,0.5101148168398032,154,287,21,63,385,99,514,279
1970,36005044901,10900,0.6511335012594458,0.34886649874055414,0.9889031156636822,0.009389671466440121,2342.99997381493,0.017185821697099892,125.6632692,0.046094750835251504,0.5027742267030211,418,425,10,188,488,83,669,562
1970,36005044902,11681.81863,0.6744186046511628,0.32558139534883723,0.9830841856805658,0.01691581446122025,2541.9999786932,0.01557935735150925,89.7692335,0.05625491785940688,0.5594020503222139,636,473,23,113,436,22,665,685
1970,36005045101,9812.5,0.7052238805970149,0.2947761194029851,0.9927710843373485,0.002409638527287061,2075.00002318993,0.0258732212160414,114.5044987,0.0669879510585803,0.540240957817759,410,392,17,125,225,23,441,625
1970,36005045102,10986.11163,0.7039106145251397,0.29608938547486036,0.9932075471698104,0.005660377347947291,2650.00000493601,0.02081727062451812,145.7396453,0.07999999985098838,0.5471698103015714,516,565,16,166,343,47,731,599
1970,36005045600,11272.95124,0.37084398976982097,0.629156010230179,0.9377344336753777,0.051012753644794635,2665.99997614278,0.029836381135707413,119.3808257,0.03188297102799665,0.4834958782951492,250,416,48,451,481,0,814,369
1970,36005045800,7627.192704,0.9884526980955386,0.011547344573244942,0.46077063432435283,0.5236664270156894,8336.04636841978,0.032456438900007226,81.65680969,0.0052592036239249825,0.45207686287311055,100.2079239,1567.538208,274.677063,1265.125,623.6153564,60.84052277,3386.49096679688,1085.28759765625
1970,36005046000,6402.159725,0.6747780746321558,0.32522191382062,0.4175105934819071,0.5645031474358831,1793.95401529325,0.04222456830815272,91.14902507,0.05248687330182665,0.43226671764673846,61.79208469,309.4618988,43.32294464,244.875061,139.3846664,73.15948009,690.50927734375,205.71248626709
1970,36005046201,9922.727752,0.05287190579187695,0.947128094208123,0.8660527417329479,0.1290916665936519,11945.0003295242,0.03233644859813084,109.5833363,0.04018417637156479,0.5358727353216379,50,4153,99,420,2846,185,3004,2506
1970,36005046202,8803.836676,0.5931054236536502,0.406894576346351,0.4710799119885881,0.5094971140028671,6853.86731338955,0.037282418617415235,98.56576307,0.01884842696730181,0.4714782258312936,286.4011548,1465.969673,152.0741921,865.3873516,894.9757119,128.3864889,2321.44933331013,1281.5659301877
1970,36005048400,9625,0.38715953307393,0.6128404669260701,0.8810472396129758,0.1035856587346874,1756.99997686122,0.02802547770700637,105.6756733,0.030734206437764398,0.5571997796772471,332,336,44,87,374,142,541,253
1970,36005051600,10810.81024,0.4038709677419355,0.5961290322580645,0.9616632860040557,0.03590263674129176,4930.00002410496,0.014207650273224045,106.4516149,0.051926977433732716,0.4900608495308525,1080,809,35,290,574,23,1348,884
1970,36047000100,8155.949606,0.6580053415502172,0.3419946589029896,0.9260082669356636,0.05283745027162139,4757.7071808888,0.031958403584713496,106.952715,0.21796162491157675,0.3548454536633785,1374.530815,1582.494995,31.55976391,936.10505680000006,784.952117,174,662.169464111328,957.033411026001
1970,36047000200,4500,0.865424430641822,0.13457556935817805,0.901836969001144,0.06314580818682572,1742.00003386685,0.08771929824561403,72.47573079,0.0028702640084920777,0.4523536077383515,500,383,70,488,56,0,779,127
1970,36047000301,8268.558509,0.9253483742534837,0.07465162574651625,0.9652789773708755,0.023492831275405024,5788.99998921715,0.018197327267557576,142.7739109,0.2843323549949755,0.31145275580555337,2470,2090,44,790,867,213,798,1189
