year,county,TRTID10,hinc,powner,prent,pwht,pblk,phisp,pop,punemp,ohu,multi,mrent,pcol,phs,str30old,hh10old,fhh,pov,ppov,pfb,pfb10,p18und,p60up,ncoops
2000,Bronx County,36005040501,24708.99935,0.07238247804103101,0.8627136161787853,0.035605654824287694,0.26820541087863925,0.6392914479652373,4195.00002,0.16426082818325904,1405.088623,1319.146973,592.0000197,0.053497943463656994,0.3507783094122607,1231.328979,878.9309692,398.1835022,1650.904053,0.3963063152865146,1428.731934,794.4905396,1491.030151,287.8479919,4
2000,Bronx County,36005040502,24708.99901,0.07238247898778767,0.8627137106785727,0.03560565344581313,0.2682053990210666,0.6392914758392997,6982.99998,0.16426082513940013,2338.911377,2195.853027,591.9999882,0.053497943930969336,0.3507783001597546,2049.671143,1463.069092,662.8165283,2748.095947,0.396306300911494,2378.268066,1322.509521,2481.969727,479.1520081,1
2000,Bronx County,36005040600,29773,0.2667167543200601,0.6468820435762584,0.018540317834020013,0.8160682754561507,0.12772218952324896,3398,0.1059190031152648,1331,1108,630,0.11124190700412007,0.34490876986462626,1176,755,294,861,0.25398230088495577,1536,718,1034,417,0
2000,Bronx County,36005040701,22014,0.026251025430680888,0.9171452009844134,0.09096403747355697,0.12541553339377456,0.7098821396192203,3309,0.16203335980937253,1219,1219,616,0.06648534300392868,0.3970988213961922,1195,864,277,1398,0.4237647772052137,1259,625,1090,266,0
2000,Bronx County,36005040702,28198,0.051597051597051594,0.9090909090909091,0.13009824352485858,0.15599880916939565,0.6158082762727002,6718,0.12396990326048012,2442,2254,617,0.0858886573384936,0.3716880023816612,2190,1606,494,1705,0.2553924505692031,2244,873,2065,687,1
2000,Bronx County,36005040800,29826,0.11895161290322581,0.8252688172043011,0.03687095166915795,0.5936721474838067,0.3109118086696562,4014,0.09727164887307237,1488,1374,639,0.07224713502740408,0.33856502242152464,1302,1007,377,1262,0.3143996013951171,1744,784,1299,370,0
2000,Bronx County,36005040900,41147,0.19577464788732393,0.7732394366197183,0.2172049156901972,0.6307516433266648,0.11689054015432981,3499,0.12721712538226299,1420,1513,580,0.14118319519862818,0.36839096884824235,660,719,157,374,0.10010706638115632,1122,588,807,675,0
2000,Bronx County,36005041100,35320,0.10972346119536129,0.8421052631578947,0.23213624583487596,0.1340244353942984,0.5527582376897445,2701,0.09631490787269682,1121,1013,644,0.0747871158830063,0.37134394668641246,974,761,155,439,0.1786004882017901,942,503,705,320,1
2000,Bronx County,36005041300,32037,0.04730400264637777,0.9139927224611313,0.2151696606786427,0.11776447105788423,0.5494344644045243,7515,0.1406764441783897,3023,2849,643,0.1277445109780439,0.3252162341982701,2780,2120,477,2053,0.27479587739258465,2763,1308,2169,885,1
2000,Bronx County,36005041400,33585,0.3303818483674599,0.6048699501936912,0.11349206349206349,0.5785714285714286,0.18333333333333332,5040,0.15243648479800084,1807,1259,664,0.06468253968253969,0.3882936507936508,1516,1148,314,1010,0.2019596080783843,2215,946,1483,574,0
2000,Bronx County,36005041500,30763,0.07240618101545254,0.8993377483443709,0.17834960070984915,0.15279503105590062,0.5297249334516415,5635,0.11016621569385389,2265,2181,631,0.1318544809228039,0.36024844720496896,2094,1513,393,1391,0.24764108954958164,1804,693,1634,547,0
2000,Bronx County,36005041800,42481,0.2011967090501122,0.7531787584143605,0.09534429885698355,0.5104544187343184,0.2536938946194592,3587,0.08518753973299428,1337,1081,643.8440914,0.08447170337329245,0.35210482297184276,1235,833,251,519,0.14595050618672667,1480,503,1066,392,0
2000,Bronx County,36005041900,26529.99885,0.03621807162350669,0.9306138247960082,0.20299113706585376,0.16088282223580294,0.5280964085462188,6735.999841,0.1433566538596369,2565.489746,2523.432373,616.9999739,0.15347756137216928,0.2793669234589283,2326.8396,1732.170166,545.765625,2431.493408,0.3635565845626157,2031.460938,1041.649414,2050.044434,700.3013916,0
2000,Bronx County,36005042000,26175,0.08518518518518518,0.8755555555555555,0.08764519535374868,0.4997360084477297,0.33896515311510034,3788,0.1368846931894808,1350,1172,612,0.08368532206969377,0.4276663146779303,1242,801,270,866,0.2508690614136732,1596,820,1044,549,0
2000,Bronx County,36005042100,30272,0.020032706459525755,0.9501226492232215,0.10686575903967209,0.21256038647342995,0.5069535939101156,6831,0.1105818305546104,2446,2434,613,0.17157078026643244,0.33552920509442247,2009,1701,571,1796,0.2717095310136157,2578,1270,1968,669,0
2000,Bronx County,36005042200,35078,0.36433447098976107,0.5631399317406144,0.08871566443949518,0.7219747587230884,0.15664439495174462,2694,0.05836236933797909,1172,1021,659,0.09242761692650334,0.4328136599851522,1032,555,187,610,0.22492625368731564,1017,194,636,485,0
2000,Bronx County,36005042300,35145.22032,0.051682723872597786,0.9161087066556648,0.23457665096134306,0.15303978254894404,0.5369668002838295,3929.000005,0.11875472782645638,1549.510239,1516.567448,633.3590533,0.09294352589342895,0.3192121161628759,1444.16045,1026.829826,288.234355,1033.506462,0.26365460753985087,1449.53899,805.3505154,1171.95557,452.6985626,0
2000,Bronx County,36005042400,46843,0.4959537572254335,0.4485549132947977,0.03929961089494163,0.8140077821011673,0.13229571984435798,2570,0.08161512027491409,865,399,709,0.11712062256809339,0.3852140077821012,846,364,155,266,0.11707746478873239,1006,440,610,570,0
2000,Bronx County,36005042500,27914,0.06540447504302926,0.8954388984509466,0.1992343032159265,0.11393568147013783,0.5690658499234303,6530,0.12773109243697478,2324,2233,628,0.0774885145482389,0.3679938744257274,2201,1725,475,2206,0.3399075500770416,2686,1705,2070,569,0
2000,Bronx County,36005042600,50972,0.5517849272807405,0.39312472454825914,0.026738794435857804,0.8723338485316847,0.07032457496136012,6470,0.10148674854557208,2269,1263,791,0.15255023183925812,0.27542503863987633,1769,1153,377,769,0.11959564541213064,2619,725,1647,992,0
2000,Bronx County,36005042800,61600,0.5906801007556675,0.36649874055415615,0.05091558731576597,0.8124162572577043,0.09557838320678874,2239,0.03515944399018806,794,380,828,0.11523001339883877,0.3202322465386333,703,366,113,105,0.046153846153846156,1113,267,549,333,0
2000,Bronx County,36005042901,27176.03954,0.05493929091587506,0.9058839028454408,0.17736019453817056,0.14843175335060768,0.5581167968442233,3269.000002,0.11065786649453528,1246.065578,1247.052245,632.9320119,0.07580366376518588,0.3346559205661328,1207.310749,956.7227211,234.9159186,1053.864491,0.3319747887022361,1305.967892,688.2674832,950.764082,322.3325171,0
2000,Bronx County,36005042902,28381.00093,0.09677418983473789,0.8490047732045028,0.15238095790748532,0.24272109638776834,0.5390476076756089,3636.999933,0.14526588403818397,1441.934448,1344.947754,627.0000004,0.07374149569444054,0.3681632638622322,1369.689209,1026.277222,279.0840759,944.135498,0.2700254755782159,954.0321045,312.7325134,1030.23584,414.6674805,2
2000,Bronx County,36005043000,48580,0.4958217270194986,0.4605385329619313,0.06822019587977035,0.706855791962175,0.16447146234380278,2961,0.09085290482076638,1077,699,619,0.11516379601485985,0.35224586288416077,976,577,164,263,0.08467482292337411,1334,199,737,417,0
2000,Bronx County,36005043100,27778.75402,0.04976295207874976,0.914002254104484,0.09024382446600392,0.2835190071638848,0.49686669967410335,9819.562857,0.12270925782706509,3567.239255,3516.413085,620.9114876,0.08829313612285174,0.34218793972123557,3245.413085,2402.413085,812.4130849,2423,0.25966161880757493,3320.962153,1676,2889.342526,1239.309814,0
2000,Bronx County,36005043400,31194.09041,0.2490974729241877,0.699638989169675,0.12673056443024494,0.5708200212992546,0.21352502662406816,3756,0.12382864792503347,1385,1127,673.7378741,0.08333333333333333,0.33865814696485624,1181,873,278,656,0.18965018791558255,1531,634,1076,450,0
2000,Bronx County,36005043600,55588,0.5241199478487614,0.45632333767926986,0.0831191088260497,0.6760925449871465,0.16409597257926306,2334,0.09938434476693052,767,327,692,0.08783204798628963,0.3277634961439589,658,456,129,248,0.1092511013215859,946,299,670,282,0
2000,Bronx County,36005044200,36475,0.3288920056100982,0.6136044880785414,0.06837146702557201,0.7119784656796769,0.17577388963660834,3715,0.1019845644983462,1426,1126,649,0.11790040376850605,0.3507402422611036,1153,855,258,613,0.16216931216931216,1838,677,982,514,0
2000,Bronx County,36005044400,44458.64402,0.5387348969438521,0.39872068230277186,0.06223012446024892,0.7840995681991364,0.11557023114046228,3937,0.0686427457098284,1407,804,736.2762923,0.15163830327660655,0.35966471932943866,1346,738,215,461,0.11493393168785838,1552,433,1062,633,0
2000,Bronx County,36005044800,63625,0.6378539493293591,0.31892697466467956,0.046296296296296294,0.8344226579520697,0.09041394335511982,1836,0.03938730853391685,671,245,814,0.16122004357298475,0.2696078431372549,448,282,104,166,0.09431818181818181,810,87,471,297,0
2000,Bronx County,36005044901,52500,0.3442265795206972,0.6089324618736384,0.9204257475924987,0.01469842878864673,0.05321844906234161,1973,0.00558659217877095,918,770,705,0.2326406487582362,0.4267612772427775,848,420,26,165,0.08316532258064516,590,189,332,498,0
2000,Bronx County,36005044902,45379,0.2733964248159832,0.6950578338590957,0.9457831325301205,0.007028112449799197,0.029116465863453816,1992,0.07038391224862889,951,769,699,0.14407630522088352,0.3865461847389558,892,436,32,219,0.10906374501992032,635,285,333,428,0
2000,Bronx County,36005045101,43106,0.27593818984547464,0.6909492273730684,0.915,0.023333333333333334,0.050555555555555555,1800,0.038293216630196934,906,811,661,0.23944444444444443,0.37722222222222224,888,473,25,79,0.0443073471676949,459,130,219,496,0
2000,Bronx County,36005045102,39931,0.3611393692777213,0.5869786368260427,0.8883170355120947,0.03860010293360782,0.05249613998970664,1943,0.04559270516717325,983,757,656,0.1718991250643335,0.4390118373648996,947,389,39,167,0.0867983367983368,451,121,268,578,0
2000,Bronx County,36005045600,59110.08817,0.5623268698060941,0.37765466297322253,0.2542490461325009,0.5553243149497051,0.15400624349635797,2883,0.06805877803557618,1083,547,805.2640587,0.1404786680541103,0.3274366978841485,817,561,118,288,0.10278372591006424,886,256,732,547,0
2000,Bronx County,36005045800,12960,0.005206247496996396,0.9767721265518622,0.011051985264019648,0.5270841861099741,0.45572383681266204,7329,0.19232685600398605,2497,2497,268,0.02797107381634602,0.3842270432528312,2333,1114,984,3810,0.5285060341240116,614,208,2850,801,0
2000,Bronx County,36005046000,30802,0.20739219712525667,0.7012320328542094,0.03824730783512811,0.772744151503899,0.17898254734496843,2693,0.08484848484848485,974,862,607,0.11808392127738582,0.38470107686594873,683,548,221,573,0.22993579454253613,752,339,766,495,0
2000,Bronx County,36005046201,40843,0.4185037319909738,0.5507724353410867,0.17416303062431188,0.5724829751661705,0.2372058883497125,24523,0.08150386632299352,11522,11396,617,0.1628675121314684,0.3632916038005138,7192,5725,1347,2031,0.08500753390256152,4180,1130,4862,6475,0
2000,Bronx County,36005046202,39349.03718,0.30474296665732764,0.628797600687424,0.09405812876102569,0.6680035495183171,0.22065596980946572,7294.967285,0.08767288410537465,2514.148119,1918.191387,624.1109439,0.11924502817012976,0.31156287755716783,1784.635676,1089.033513,462.3502556,1172.563342,0.1780407975622968,1550.501826,365.7609001,1919.569249,1607.945518,0
2000,Bronx County,36005048400,57853,0.4948939512961508,0.4430479183032207,0.036189462480042574,0.7911122937732836,0.1567323044172432,3758,0.0949905482041588,1273,820,859,0.15620010643959553,0.282064928153273,584,848,231,488,0.12903225806451613,1672,512,1078,439,0
2000,Bronx County,36005051600,56750,0.5004500450045004,0.4225922592259226,0.8404867256637168,0.017920353982300886,0.08805309734513274,4520,0.02507076425394258,2222,1006,723,0.2537610619469027,0.3066371681415929,1701,1242,101,181,0.040213285936458565,519,161,882,992,0
2000,Kings County,36047000100,65347.7308,0.5185254818445406,0.45501927577407986,0.7130979776297407,0.12893677071615908,0.09108049513685641,5498.000007,0.10893511977421914,2584.753525,2521.15493,691.369707,0.45379625842550503,0.16480768924087782,2055.15493,1258.880287,63.51408458,1189.65493,0.21532929499655207,661.5985928,238.3802814,488.5774651,1120.46479,0
2000,Kings County,36047000200,29219,0.1387434554973822,0.7984293193717278,0.05448963929393707,0.04681504221028396,0.8687643898695319,1303,0.21784232365145229,382,357,663,0.01841903300076746,0.42287029930928627,316,215,76,407,0.31283627978478096,402,193,431,100,1
2000,Kings County,36047000301,83739,0.42143432715551976,0.5398871877518131,0.7996425734710088,0.0704924543288324,0.0698967434471803,5036,0.04630225080385852,2482,2426,935,0.5957108816521048,0.12251787132644956,2471,1342,46,867,0.17281243771177995,625,256,561,776,0
2000,Kings County,36047000501,65013.00187,0.3732106363267438,0.5950920440368175,0.8142671386413438,0.0463113430175519,0.06239844004880112,3415.000164,0.059569381779990944,2170.861328,2058.766846,868.9999737,0.6425089627023514,0.0846603866810239,2033.240234,1314.614136,26.08141136,236.3974762,0.07148850470776728,581.5599976,230.2933197,324.6303406,596.5429077,0
2000,Kings County,36047000502,65013.00203,0.3732106398635559,0.5950920286025171,0.8142671838367739,0.046311340898168865,0.0623984414437494,2739.000019,0.05956937755116143,1741.138794,1651.233398,868.9999886,0.6425089517314092,0.08466038499140295,1630.759888,1054.385986,20.91859055,189.6025391,0.0714885058469911,466.440033,184.7066956,260.3696899,478.4570923,0
2000,Kings County,36047000700,66213,0.28440860215053765,0.6913978494623656,0.7699619771863118,0.07387289516567083,0.07848995111352526,3682,0.05185185185185185,1860,1750,1018,0.6075502444323737,0.061922868006518195,1868,1224,39,248,0.07445211648153707,472,244,530,508,0
2000,Kings County,36047000900,79201,0.3626373626373626,0.5976331360946746,0.7359963269054178,0.06887052341597796,0.0775941230486685,2178,0.039283252929014474,1183,1149,886,0.5977961432506887,0.12396694214876033,1190,707,14,289,0.13354898336414048,425,158,221,280,0
2000,Kings County,36047001100,29732,0,0.9464285714285714,0.26495726495726496,0.20512820512820512,0.41025641025641024,117,0,56,83,651,0,0.5897435897435898,83,0,4,0,0,0,0,14,7,0
2000,Kings County,36047001300,58828,0.669779286926995,0.27928692699490665,0.5223055665219107,0.2518752467429925,0.1342281879194631,2533,0.03434178250204415,1178,1135,1078,0.49072246348203713,0.2731938412949072,1104,605,44,783,0.307541241162608,410,138,196,363,0
2000,Kings County,36047001500,19683.72144,0.042786069651741296,0.9203980099502488,0.07997065297138664,0.5902421129860601,0.28503301540719,2726,0.1889763779527559,1005,897,280.6756757,0.09391049156272928,0.3928833455612619,904,503,304,882,0.35027799841143764,449,295,833,273,0
2000,Kings County,36047001800,85000,0.14285714285714285,0.8571428571428571,0.20249653259361997,0.23439667128987518,0.49167822468793343,1442,0.2857142857142857,7,2,950,0.09916782246879334,0.6213592233009708,4,0,0,2,0.125,854,353,6,22,0
2000,Kings County,36047002000,26813,0.19313304721030042,0.7682403433476395,0.04193138500635324,0.07369758576874205,0.8265565438373571,1574,0.14309484193011648,466,447,623,0.04764930114358323,0.4440914866581957,478,290,102,516,0.33098139833226425,515,259,474,141,0
2000,Kings County,36047002100,74464,0.291044776119403,0.6100746268656716,0.6278659611992945,0.15961199294532627,0.13932980599647266,1134,0.015587529976019185,536,513,1074,0.48236331569664903,0.13051146384479717,522,437,18,190,0.16710642040457344,237,141,102,42,1
2000,Kings County,36047002200,28164,0.2558746736292428,0.7010443864229765,0.19716981132075473,0.058254716981132076,0.592688679245283,4240,0.10981912144702842,1532,1470,565,0.0865566037735849,0.42547169811320756,1029,975,226,985,0.24405351833498512,1480,880,1053,836,0
2000,Kings County,36047002300,9876,0.023117569352708058,0.9471598414795245,0.009503940658321743,0.5908669448307835,0.28720445062586925,4314,0.24112303881090008,1514,1601,268,0.010894761242466388,0.47913769123783034,1489,735,530,2578,0.5737814377921211,651,311,1504,472,0
2000,Kings County,36047002901,11641,0.006838905775075988,0.9756838905775076,0.019069767441860466,0.6523255813953488,0.3030232558139535,4300,0.3142100617828773,1316,1343,232,0.016046511627906976,0.4169767441860465,1240,581,514,2441,0.608880019955101,232,90,1660,482,0
2000,Kings County,36047003000,54375,0.44914134742404227,0.5099075297225891,0.7068873465029365,0.02402562733582488,0.12386545648691938,1873,0.058572949946751864,757,502,738,0.3027229044313935,0.3027229044313935,696,451,28,291,0.1449203187250996,860,433,397,361,0
2000,Kings County,36047003100,40641,0.46605876393110435,0.49544072948328266,0.14529616724738675,0.5637630662020906,0.12682926829268293,2870,0.09911504424778761,987,994,640,0.21114982578397212,0.28153310104529616,912,515,96,303,0.17080045095828636,633,262,360,751,0
2000,Kings County,36047003300,45213,0.16210526315789472,0.7905263157894736,0.24659284497444633,0.45868824531516184,0.20485519591141396,2348,0.04050833995234313,950,941,822,0.38671209540034074,0.2346678023850085,817,656,72,406,0.19882468168462292,358,132,522,202,0
2000,Kings County,36047003400,51362,0.4066951566951567,0.5306267806267806,0.7529371112646855,0.007141211731167934,0.09444828386316516,2894,0.04245640636846096,1404,1177,722.1020134,0.278852798894264,0.2515549412577747,1270,810,35,223,0.07732316227461858,822,342,501,623.666667,0
2000,Kings County,36047003500,44306,0.12364130434782608,0.8315217391304348,0.21597833446174677,0.6018957345971564,0.11374407582938388,1477,0.025433526011560695,736,714,776,0.32701421800947866,0.23290453622207177,546,460,52,274,0.18639455782312925,263,71,237,167,1
2000,Kings County,36047003600,42476,0.2523560209424084,0.7219895287958115,0.7390862944162436,0.014213197969543147,0.1116751269035533,3940,0.06119326874043855,1910,1755,729,0.29974619289340104,0.3238578680203046,1798,1230,93,655,0.16637033274066548,1512,978,639,796,0
2000,Kings County,36047003700,36667,0,0.8434343434343434,0.25770308123249297,0.2773109243697479,0.24089635854341737,357,0.16475095785440613,198,214,698,0.3389355742296919,0.3865546218487395,199,135,9,109,0.2838541666666667,62,30,26,48,0
2000,Kings County,36047003800,65234,0.45789473684210524,0.4842105263157895,0.8618543870566272,0.002489110143123833,0.05538270068450529,1607,0.018498367791077257,760,590,814,0.403235843186061,0.21468574984443062,717,368,16,66,0.0414572864321608,234,80,286,333,0
2000,Kings County,36047003900,38686,0.12307692307692308,0.823076923076923,0.38886267107126005,0.24303916941953752,0.26238791882963663,2119,0.10200803212851406,1040,992,636,0.31760264275601696,0.31382727701746105,974,746,46,454,0.21619047619047618,518,123,292,193,0
2000,Kings County,36047004100,61486,0.28523489932885904,0.6644295302013423,0.6284220239926177,0.14580129191018149,0.1531836358043679,3251,0.04174757281553398,1490,1419,890,0.4872346970163027,0.23869578591202706,1481,1021,55,186,0.06120434353405726,495,141,352,553,0
2000,Kings County,36047004300,56429,0.16947648624667258,0.774622892635315,0.41468388851121685,0.21481985044187626,0.26444595513256286,2942,0.03569023569023569,1127,1052,897,0.3256288239292998,0.3001359619306594,1085,733,36,300,0.1364256480218281,317,104,382,250,0
2000,Kings County,36047004400,80102.48497,0.6742424242424242,0.2803030303030303,0.8895752895752895,0.006563706563706564,0.03166023166023166,2590,0.019319938176197836,1056,424,814.625,0.34864864864864864,0.22393822393822393,946,511,26,54,0.02119309262166405,502,158,533,659,0
2000,Kings County,36047004500,68182,0.36126526082130966,0.6059933407325194,0.8153310104529616,0.02148664343786295,0.0743321718931475,3444,0.013795986622073578,1802,1711,957,0.6103368176538908,0.09233449477351917,1772,1258,34,196,0.05658198614318707,533,208,496,376,0
2000,Kings County,36047004600,68594,0.648590021691974,0.3318872017353579,0.8841413311421529,0.005751848808545604,0.05834018077239113,1217,0.06813627254509018,461,165,752,0.2744453574363188,0.2621199671322925,429,192,20,70,0.054730258014073496,272,83,290,268,0
2000,Kings County,36047004700,52004.126,0.2593420843364528,0.687216497590055,0.4360097122023847,0.15532215582277503,0.30466503944311313,1166.000002,0.051842161303852136,554.246479,506.8450718,708.0107608,0.3516536611463917,0.18257917987550742,287.8450718,409.1197186,38.48591551,216.3450708,0.1986305797449202,233.4014087,111.6197183,221.4225359,87.53521156,0
2000,Kings County,36047004900,62344,0.20925747348119575,0.7463837994214079,0.5981488623216352,0.09757038179714617,0.14539143848823757,2593,0.019984012789768184,1037,988,957,0.44658696490551486,0.28654068646355574,993,681,52,204,0.1016949152542373,449,255,347,695,0
2000,Kings County,36047005000,61217,0.4189071986123157,0.5568083261058109,0.8642232403165347,0.004164931278633903,0.04789670970428988,2401,0.03908794788273615,1153,903,796,0.32278217409412746,0.22782174094127447,1117,622,34,84,0.03582089552238806,491,154,402,543,0
2000,Kings County,36047005100,51767,0.26843657817109146,0.6853490658800393,0.524605828953655,0.07692307692307693,0.27759197324414714,2093,0.0674401740391588,1017,896,854,0.35929288103201146,0.3014811275680841,798,707,58,216,0.09967697277341947,537,339,337,220,0
2000,Kings County,36047005201,21804,0.12833763996554695,0.8578811369509044,0.8955642897248737,0.00580198392476137,0.04585438896687254,1781,0.08172362555720654,1161,1052,408.1787149,0.27905670971364405,0.4553621560920831,592,635,14,267,0.1502532357906584,289,55,153,935.3333335,0
2000,Kings County,36047005202,54500,0.3328813559322034,0.6128813559322034,0.8911536893599674,0.0028536485935589076,0.04484304932735426,2453,0.03667820069204152,1475,1367,792,0.2935181410517733,0.3285772523440685,1387,838,46,142,0.057935536515707875,508,264,277,689,0
2000,Kings County,36047005300,33850.11111,0.2157829839704069,0.6424167694204685,0.2540805223068553,0.10826985854189336,0.5745375408052231,1838,0.032981530343007916,811,700,561.2092131,0.15451577801958652,0.2823721436343852,720,498,133,365,0.20494104435710275,343,211,568,187,0
2000,Kings County,36047005400,45267,0.22732300884955753,0.7273230088495575,0.7797191887675508,0.00592823712948518,0.0842433697347894,3205,0.05177265053460889,1808,1679,738,0.32293291731669266,0.3269890795631825,1725,1133,53,269,0.08269289886258838,1097,582,417,670,0
2000,Kings County,36047005601,43922,0.24335106382978725,0.7147606382978723,0.8393638170974155,0.011133200795228629,0.07435387673956262,2515,0.05177304964539007,1504,1395,795,0.30019880715705766,0.3554671968190855,1405,834,30,187,0.07336210278540604,656,316,306,657,0
2000,Kings County,36047005602,45089,0.2668776371308017,0.679324894514768,0.8056467498358503,0.003939592908732764,0.07419566644780039,1523,0.04157043879907621,948,863,726,0.3959290873276428,0.2849638870650033,647,625,21,199,0.1328437917222964,474,143,155,302,0
2000,Kings County,36047005800,41522,0.21798029556650247,0.7573891625615764,0.7085852478839177,0.005743651753325272,0.10519951632406288,3308,0.06239364719228588,1624,1416,706,0.2923216444981862,0.3346432889963724,1483,1119,69,451,0.13633615477629987,1564,858,500,642,0
2000,Kings County,36047005900,21674,0.15682281059063136,0.6985743380855397,0.18744313011828936,0.19199272065514103,0.5696087352138307,1099,0.1111111111111111,491,454,476,0.06005459508644222,0.38944494995450407,365,245,91,389,0.3628731343283582,83,28,345,102,0
2000,Kings County,36047006000,45396,0.29346904156064463,0.6598812553011026,0.6143790849673203,0.0068799449604403165,0.15170278637770898,2907,0.06372549019607843,1179,934,715,0.2438940488476092,0.33814929480564154,1088,735,50,500,0.17041581458759372,1459,750,600,488,0
2000,Kings County,36047006200,34576,0.22298325722983256,0.7511415525114156,0.666884389288047,0.005225342913128674,0.12148922273024167,3062,0.05654974946313529,1314,1217,692,0.22991508817766165,0.340953625081646,1273,881,84,469,0.15316786414108427,1240,665,661,540,0
2000,Kings County,36047006300,60274,0.23329798515376457,0.7264050901378579,0.7248764415156508,0.03185063152114223,0.14827018121911037,1821,0.058469475494411005,943,912,888,0.42778693025809994,0.20373421197144426,861,616,30,128,0.07343660355708548,404,121,251,265,0
2000,Kings County,36047006400,45213,0.2701664532650448,0.6862996158770807,0.7215843857634903,0.021526980482204364,0.09385763490241102,3484,0.07380520266182698,1562,1280,726,0.25574052812858783,0.3516073478760046,1542,900,73,524,0.14748100197016606,1207,613,675,642,0
2000,Kings County,36047006500,62049,0.25830533781261666,0.7058603956700261,0.801791277258567,0.028621495327102803,0.11312305295950156,5136,0.024216081962123565,2679,2441,983,0.4400311526479751,0.23578660436137072,2576,1716,93,461,0.08975856697819315,775,288,724,763,0
2000,Kings County,36047006600,37500,0.16485507246376813,0.8085748792270532,0.7077939961443128,0.006885155604516662,0.12778848801982925,3631,0.07670454545454546,1656,1529,714,0.21922335444781052,0.3695951528504544,1541,1103,88,727,0.20055172413793104,1430,733,690,661,0
2000,Kings County,36047006700,70536,0.28284566838783703,0.6706827309236948,0.7974285714285714,0.02057142857142857,0.11228571428571428,3500,0.040546308151941955,1743,1580,965,0.5488571428571428,0.17,1669,1099,62,185,0.053069420539300055,428,93,599,458,1
2000,Kings County,36047006800,35292,0.19768054823405376,0.7559304164470216,0.5074252248483581,0.017360384856724535,0.219201003974064,4781,0.05827619980411362,1897,1737,679,0.16021752771386738,0.38945827232796487,1787,1227,115,1059,0.22025790349417637,2323,1303,1099,753,0
2000,Kings County,36047006900,55417,0.24922311995027968,0.689869484151647,0.55,0.06287425149700598,0.27844311377245506,3340,0.01509813789632612,1609,1438,897,0.4362275449101796,0.23652694610778444,1486,998,70,368,0.11202435312024353,592,263,545,390,1
2000,Kings County,36047007000,39831,0.3578138343296328,0.6063193851409052,0.5664966653589643,0.05649274225186347,0.17104746959591996,2549,0.05859969558599695,1171,1147,634,0.18124754805806198,0.3738721067085131,818,580,81,306,0.11995295962367698,1148,621,463,613,0
2000,Kings County,36047007100,22011,0.12725225225225226,0.8400900900900901,0.14536775873291385,0.42937730527229334,0.40312432197873727,4609,0.18246027074749852,1776,1687,397,0.12670861358212193,0.36255152961596876,1671,894,500,1533,0.33841059602649004,507,185,1378,602,0
2000,Kings County,36047007200,35417,0.12998266897746968,0.8440207972270364,0.1216361679224973,0.03982777179763186,0.5441334768568353,1858,0.10780669144981413,577,561,635,0.06942949407965554,0.44241119483315394,525,424,75,460,0.24546424759871932,914,508,481,189,0
2000,Kings County,36047007400,35893,0.19218241042345277,0.7745928338762215,0.0600375234521576,0.02026266416510319,0.6604127579737336,5330,0.07989800254993625,1535,1445,687,0.05178236397748593,0.44052532833020636,1460,1026,226,1285,0.24167763776565732,2729,1462,1530,469,1
2000,Kings County,36047007500,69107,0.294694605439144,0.6727596968345966,0.738212842388864,0.030983385720700495,0.15648854961832062,4454,0.06948228882833787,2243,1986,973,0.4811405478221823,0.19982038616973508,2105,1474,95,304,0.06988505747126436,602,183,651,682,0
2000,Kings County,36047007600,31573,0.22510518934081347,0.7166900420757363,0.09436936936936936,0.018243243243243244,0.7545045045045045,4440,0.08789473684210526,1426,1305,594,0.06644144144144144,0.41396396396396395,1345,896,195,1181,0.267134132549197,1893,1100,1210,385,0
2000,Kings County,36047007700,44444,0.23714428357463804,0.7199201198202696,0.6965428937259923,0.0647887323943662,0.14852752880921896,3905,0.020302375809935207,2003,1892,796,0.33623559539052494,0.3405889884763124,1826,1286,84,536,0.134,584,198,520,649,0
2000,Kings County,36047007800,27750,0.17572692793931732,0.7945638432364096,0.06297329613391789,0.03726584296532483,0.813072937425269,5018,0.13528855250709557,1582,1514,597,0.04822638501394978,0.4647269828616979,1496,1012,259,1464,0.2927414517096581,1774,1027,1486,455,0
2000,Kings County,36047008000,26902,0.227997227997228,0.7124047124047124,0.07362385321100917,0.034174311926605506,0.7942660550458716,4360,0.057962529274004686,1443,1325,613,0.06192660550458716,0.4541284403669725,1262,869,196,1097,0.2519522278364722,1719,925,1145,601,0
2000,Kings County,36047008200,28648,0.20107033639143732,0.7629969418960245,0.09970530451866405,0.04764243614931238,0.768172888015717,4072,0.08031882280809319,1308,1219,646,0.08619842829076621,0.40078585461689586,1161,875,214,1142,0.2833043909699826,1614,841,1195,400,1
2000,Kings County,36047008400,30054,0.15533088235294118,0.8042279411764706,0.11396717249922576,0.0192009910188913,0.7906472592133788,3229,0.0926076360682372,1088,988,675,0.0898110870238464,0.416537627748529,942,715,156,920,0.2851828890266584,1481,695,901,312,0
2000,Kings County,36047008500,10372,0.010171869519466853,0.9638723254998246,0.013053036548502336,0.5531739488870568,0.4237427864798021,7278,0.2787046123650638,2851,2851,211,0.01772464962901896,0.4215443803242649,2669,1502,1014,3944,0.5458823529411765,470,241,2699,926,0
