Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
3-01103-0048,195 PROSPECT PARK WEST,PARK SLOPE,C6    -WALK-UP,       21,1920,"17,000","        626,110",     36.83,"        203,490",11.97,"        422,620","      3,385,000",    199.12,3-01097-0031,618 11 STREET,PARK SLOPE,C1    -WALK-UP,       17,1920,"14,328","480,275",     33.52,"129,955",9.07,"350,320","3,083,000",    215.17,0.17,3-01085-0068,573 6 STREET,PARK SLOPE,C1    -WALK-UP,       16,1920,"    12,664","448,432",     35.41,"158,173",12.49,"290,259","2,299,000",    181.54,0.45,3-00993-0029,318 6 STREET,PARK SLOPE,C1    -WALK-UP,       20,1923,"    15,000","528,000",     35.20,"179,550",11.97,"348,450","2,177,000",    145.13,0.72
3-01103-0066,427 15 STREET,PARK SLOPE,C6    -WALK-UP,       16,1900,"12,556","        345,541",     27.52,"        138,493",11.03,"        207,048","      1,640,000",    130.61,3-01077-0004,207 8 AVENUE,PARK SLOPE,C1    -WALK-UP,       16,1920,"10,444","285,226",     27.31,"127,208",12.18,"158,018","1,250,000",    119.69,0.65,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"     6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,0.35,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-01103-0069,423 15 STREET,PARK SLOPE,C6    -WALK-UP,       16,1920,"12,536","        406,919",     32.46,"        151,686",12.10,"        255,233","      2,039,000",    162.65,3-01097-0031,618 11 STREET,PARK SLOPE,C1    -WALK-UP,       17,1920,"14,328","440,873",     30.77,"131,818",9.20,"309,055","3,083,000",    215.17,0.18,3-01085-0068,573 6 STREET,PARK SLOPE,C1    -WALK-UP,       16,1920,"    12,664","413,606",     32.66,"159,693",12.61,"253,913","2,299,000",    181.54,0.44,3-00993-0029,318 6 STREET,PARK SLOPE,C1    -WALK-UP,       20,1923,"    15,000","486,900",     32.46,"181,500",12.10,"305,400","2,177,000",    145.13,0.66
3-01106-0014,7 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,C6    -WALK-UP,       16,1920,"12,392","        343,506",     27.72,"        136,436",11.01,"        207,070","      1,640,000",    132.34,3-01075-0001,189 8 AVENUE,PARK SLOPE,C1    -WALK-UP,       12,1920,"19,540","549,465",     28.12,"194,423",9.95,"355,042","2,818,000",    144.22,0.74,3-01077-0004,207 8 AVENUE,PARK SLOPE,C1    -WALK-UP,       16,1920,"    10,444","285,226",     27.31,"127,208",12.18,"158,018","1,250,000",    119.69,0.7,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-01106-0016,10 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,C6    -WALK-UP,       16,1920,"12,392","        343,754",     27.74,"        122,433",9.88,"        221,321","      1,753,000",    141.46,3-01028-0024,252 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       25,1923,"22,000","549,120",     24.96,"231,000",10.50,"318,120","2,691,000",    122.32,0.73,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"     6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,0.51,3-01041-0011,204 14 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       20,1915,"    15,140","425,434",     28.10,"122,483",8.09,"302,951","2,402,000",    158.65,0.76
3-01106-0019,14 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,C6    -WALK-UP,       16,1920,"12,392","        341,028",     27.52,"        136,684",11.03,"        204,344","      1,618,000",    130.57,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,0.52,3-01077-0004,207 8 AVENUE,PARK SLOPE,C1    -WALK-UP,       16,1920,"    10,444","285,226",     27.31,"127,208",12.18,"158,018","1,250,000",    119.69,0.71,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-01106-0021,16 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,C6    -WALK-UP,       16,1920,"12,393","        343,782",     27.74,"        122,443",9.88,"        221,339","      1,753,000",    141.45,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,0.52,3-01041-0011,204 14 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       20,1915,"    15,140","425,434",     28.10,"122,483",8.09,"302,951","2,402,000",    158.65,0.78,3-01106-0005,1 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,D7    -ELEVATOR,       83,1921,"    77,648","1,984,683",     25.56,"760,950",9.80,"1,223,732","9,620,000",    123.89,0.04
3-01107-0009,41 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,C6    -WALK-UP,       20,1920,"17,324","        451,290",     26.05,"        168,736",9.74,"        282,554","      2,227,000",    128.55,3-01172-0029,310 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       13,1920,"12,660","415,881",     32.85,"174,961",13.82,"240,920","1,927,000",    152.21,1.13,3-01176-0052,367 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1921,"    14,568","280,434",     19.25,"82,601",5.67,"197,833","1,497,000",    102.76,1.18,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-01107-0033,75 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,D4    -ELEVATOR,       52,1936,"43,160","      1,150,214",     26.65,"        424,694",9.84,"        725,520","      5,728,000",    132.72,3-01106-0005,1 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,D7    -ELEVATOR,       83,1921,"77,648","1,984,683",     25.56,"760,950",9.80,"1,223,732","9,620,000",    123.89,0.24,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"     6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,0.71,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-01152-0060,307 PROSPECT PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1931,"7,192","        289,262",     40.22,"         80,982",11.26,"        208,280","      1,669,000",    232.06,3-01173-0060,417 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       28,1922,"29,600","563,288",     19.03,"251,304",8.49,"311,984","2,912,000",     98.38,0.26,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     7,237","310,250",     42.87,"138,444",19.13,"171,806","1,376,000",    190.13,0.18,3-01136-0059,547 BERGEN STREET,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"     7,996","321,599",     40.22,"129,135",16.15,"192,464","1,543,000",    192.97,0.36
3-01152-0062,305 PROSPECT PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1931,"7,192","        289,262",     40.22,"         80,982",11.26,"        208,280","      1,669,000",    232.06,3-01176-0062,345 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1916,"14,652","313,406",     21.39,"139,780",9.54,"173,626","1,337,000",     91.25,0.29,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"    15,528","733,387",     47.23,"308,541",19.87,"424,846","3,394,000",    218.57,0.27,3-01136-0059,547 BERGEN STREET,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"     7,996","321,599",     40.22,"129,135",16.15,"192,464","1,543,000",    192.97,0.36
3-01152-0071,285 PROSPECT PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       23,1931,"19,564","        659,894",     33.73,"        227,334",11.62,"        432,560","      3,462,000",    176.96,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"16,124","543,863",     33.73,"187,361",11.62,"356,502","3,528,000",    218.80,0.23,3-01173-0078,369 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1909,"    13,385","433,674",     32.40,"197,429",14.75,"236,245","1,953,000",    145.91,0.23,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"    15,528","553,728",     35.66,"238,821",15.38,"314,908","3,394,000",    218.57,0.24
3-01155-0054,698 CLASSON AVENUE,CROWN HEIGHTS,C6    -WALK-UP,       20,1920,"32,112","        586,365",     18.26,"        268,456",8.36,"        317,909","      2,381,000",     74.15,3-01211-0072,967 BERGEN STREET,CROWN HEIGHTS,C1    -WALK-UP,       16,1905,"15,360","280,474",     18.26,"128,410",8.36,"152,064","926,000",     60.29,0.27,3-01212-0059,1061 BERGEN STREET,CROWN HEIGHTS,C1    -WALK-UP,       16,1905,"    12,520","232,496",     18.57,"113,431",9.06,"119,065","1,766,000",    141.05,0.47,3-01212-0075,1039 BERGEN STREET,CROWN HEIGHTS,C1    -WALK-UP,       24,1931,"    18,160","315,984",     17.40,"144,917",7.98,"171,067","750,000",     41.30,0.41
3-01155-0088,425 PROSPECT PLACE,CROWN HEIGHTS,D4    -ELEVATOR,       58,1924,"54,315","      1,307,362",     24.07,"        444,297",8.18,"        863,065","      6,743,000",    124.15,3-01208-0001,77 NEW YORK AVENUE,CROWN HEIGHTS,D1    -ELEVATOR,      103,1975,"67,582","1,565,875",     23.17,"905,599",13.40,"660,276","5,137,000",     76.01,0.81,3-01251-0001,243 KINGSTON AVENUE,CROWN HEIGHTS,D9    -ELEVATOR,       80,1910,"    54,516","1,669,825",     30.63,"904,420",16.59,"765,405","6,101,000",    111.91,1.13,3-01296-0039,272 CROWN STREET,CROWN HEIGHTS,D7    -ELEVATOR,       75,1927,"    52,236","1,257,321",     24.07,"581,909",11.14,"675,411","5,280,000",    101.08,0.93
3-01158-0056,233 PARK PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1931,"12,986","        434,252",     33.44,"        151,936",11.70,"        282,316","      2,257,000",    173.80,3-01173-0088,345 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       20,1909,"18,594","471,730",     25.37,"167,904",9.03,"303,826","2,390,000",    128.54,0.26,3-01152-0092,239 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     8,580","352,552",     41.09,"69,069",8.05,"283,483","2,272,000",    264.80,0.09,3-01173-0076,383 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1912,"    14,996","501,466",     33.44,"126,566",8.44,"374,900","2,997,000",    199.85,0.3
3-01158-0058,231 PARK PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1982,"12,986","        434,252",     33.44,"        151,936",11.70,"        282,316","      2,257,000",    173.80,3-01173-0088,345 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       20,1909,"18,594","471,730",     25.37,"167,904",9.03,"303,826","2,390,000",    128.54,0.27,3-01152-0092,239 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     8,580","352,552",     41.09,"69,069",8.05,"283,483","2,272,000",    264.80,0.09,3-01173-0076,383 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1912,"    14,996","501,466",     33.44,"126,566",8.44,"374,900","2,997,000",    199.85,0.31
3-01158-0061,225 PARK PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       60,1940,"60,450","      1,601,925",     26.50,"        600,873",9.94,"      1,001,052","      7,905,000",    130.77,3-01179-0071,95 EASTERN PARKWAY,PROSPECT HEIGHTS,D1    -ELEVATOR,       45,1925,"45,756","980,094",     21.42,"297,414",6.50,"682,680","5,258,000",    114.91,0.39,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"    83,828","3,343,899",     39.89,"915,402",10.92," 2,428,497","19,465,000",    232.20,0.36,3-01158-0037,214 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       20,1931,"    34,896","924,744",     26.50,"412,471",11.82,"512,273","4,636,000",    132.85,0.03
3-01158-0069,205 PARK PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1931,"12,572","        351,136",     27.93,"        126,474",10.06,"        224,662","      1,781,000",    141.66,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"16,124","450,343",     27.93,"162,207",10.06,"288,136","3,528,000",    218.80,0.05,3-01173-0078,369 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1909,"    13,385","355,907",     26.59,"176,682",13.20,"179,225","1,953,000",    145.91,0.34,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"    15,528","463,511",     29.85,"214,752",13.83,"248,759","3,394,000",    218.57,0.07
3-01160-0032,382 PROSPECT PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       24,1931,"17,116","        555,585",     32.46,"        167,737",9.80,"        387,849","      3,099,000",    181.06,3-01176-0074,311 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       31,1923,"26,220","855,296",     32.62,"310,969",11.86,"544,327","3,766,000",    143.63,0.21,3-01152-0092,239 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     8,580","277,735",     32.37,"80,223",9.35,"197,512","2,272,000",    264.80,0.24,3-01173-0088,345 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       20,1909,"    18,594","603,561",     32.46,"182,221",9.80,"421,340","2,390,000",    128.54,0.16
3-01164-0042,230 PARK PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       82,1937,"114,500","      3,217,450",     28.10,"      1,367,130",11.94,"      1,850,320","     14,668,000",    128.10,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"83,828","3,343,899",     39.89,"915,402",10.92,"2,428,497","19,465,000",    232.20,0.39,3-01158-0023,186 PROSPECT PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       36,1931,"    33,960","622,826",     18.34,"376,277",11.08,"246,550","1,850,000",     54.48,0.08,3-01041-0011,204 14 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       20,1915,"    15,140","425,434",     28.10,"122,483",8.09,"302,951","2,402,000",    158.65,1.28
3-01164-0051,250 PARK PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1915,"16,160","        600,990",     37.19,"        156,267",9.67,"        444,723","      3,565,000",    220.61,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"15,528","733,387",     47.23,"308,541",19.87,"424,846","3,394,000",    218.57,0.09,3-01172-0025,292 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1925,"    12,628","291,833",     23.11,"130,195",10.31,"161,638","1,474,000",    116.72,0.22,3-01169-0009,381 FLATBUSH AVENUE,PROSPECT HEIGHTS,C7    -WALK-UP,       50,1924,"    35,700","1,327,683",     37.19,"558,348",15.64,"769,335","6,164,000",    172.66,0.09
3-01164-0054,254 PARK PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       14,1915,"15,434","        585,103",     37.91,"        158,044",10.24,"        427,059","      3,424,000",    221.85,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"15,528","733,387",     47.23,"308,541",19.87,"424,846","3,394,000",    218.57,0.1,3-01172-0025,292 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1925,"    12,628","291,833",     23.11,"130,195",10.31,"161,638","1,474,000",    116.72,0.21,3-01152-0078,269 PROSPECT PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       29,1910,"    15,384","583,207",     37.91,"174,916",11.37,"408,291","3,495,000",    227.18,0.13
3-01165-0001,689 VANDERBILT AVENUE,PROSPECT HEIGHTS,D4    -ELEVATOR,       21,1900,"41,000","      1,400,970",     34.17,"        574,410",14.01,"        826,560","      6,615,000",    161.34,3-01179-0071,95 EASTERN PARKWAY,PROSPECT HEIGHTS,D1    -ELEVATOR,       45,1925,"45,756","980,094",     21.42,"297,414",6.50,"682,680","5,258,000",    114.91,0.29,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"    83,828","3,343,899",     39.89,"915,402",10.92," 2,428,497","19,465,000",    232.20,0.47,3-01164-0035,210 PARK PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       20,1915,"    11,250","384,413",     34.17,"170,100",15.12,"214,313","1,715,000",    152.44,0.12
3-01165-0011,675 VANDERBILT AVENUE,PROSPECT HEIGHTS,C6    -WALK-UP,       16,1895,"8,952","        339,639",     37.94,"        142,874",15.96,"        196,765","      1,577,000",    176.16,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"15,528","613,511",     39.51,"257,144",16.56,"356,368","3,394,000",    218.57,0.13,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"    16,124","606,101",     37.59,"206,387",12.80,"399,714","3,528,000",    218.80,0.16,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     7,237","274,572",     37.94,"115,503",15.96,"159,069","1,376,000",    190.13,0.31
3-01165-0012,673 VANDERBILT AVENUE,PROSPECT HEIGHTS,C6    -WALK-UP,       14,1895,"9,340","        383,407",     41.05,"        161,395",17.28,"        222,012","      1,780,000",    190.58,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"15,528","661,803",     42.62,"277,796",17.89,"384,007","3,394,000",    218.57,0.13,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"    16,124","656,247",     40.70,"227,832",14.13,"428,415","3,528,000",    218.80,0.15,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     7,237","297,079",     41.05,"125,055",17.28,"172,023","1,376,000",    190.13,0.31
3-01166-0001,361 STERLING PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       15,1930,"8,736","        299,295",     34.26,"        138,815",15.89,"        160,480","      1,284,000",    146.98,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"15,528","556,368",     35.83,"256,212",16.50,"300,156","3,394,000",    218.57,0.28,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"    16,124","546,765",     33.91,"205,420",12.74,"341,345","3,528,000",    218.80,0.31,3-01131-0003,41 UNDERHILL AVENUE,PROSPECT HEIGHTS,C1    -WALK-UP,       12,1931,"     7,237","247,940",     34.26,"114,996",15.89,"132,944","1,376,000",    190.13,0.31
3-01169-0001,10 PLAZA ST EAST,PROSPECT HEIGHTS,D4    -ELEVATOR,      144,1959,"163,000","      4,422,190",     27.13,"      1,902,210",11.67,"      2,519,980","     19,932,000",    122.28,3-01179-0071,95 EASTERN PARKWAY,PROSPECT HEIGHTS,D1    -ELEVATOR,       45,1925,"45,756","980,094",     21.42,"297,414",6.50,"682,680","5,258,000",    114.91,0.35,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"    83,828","3,343,899",     39.89,"915,402",10.92," 2,428,497","19,465,000",    232.20,0.45,3-01960-0070,464 CLINTON AVENUE,CLINTON HILL,D1    -ELEVATOR,       63,1930,"    47,304","1,283,358",     27.13,"593,665",12.55,"689,692","5,453,000",    115.28,0.63
3-01169-0024,20 PLAZA ST EAST,PROSPECT HEIGHTS,D4    -ELEVATOR,      105,1940,"140,595","      3,943,690",     28.05,"      1,577,476",11.22,"      2,366,214","     18,756,000",    133.40,3-01837-0058,93 HALSEY STREET,BEDFORD STUYVESANT,D7    -ELEVATOR,       19,1931,"14,065","318,572",     22.65,"175,250",12.46,"143,322","1,113,000",     79.13,1.14,3-01901-0022,402 MYRTLE AVENUE,CLINTON HILL,D6    -ELEVATOR,       11,1957,"    15,077","614,086",     40.73,"270,180",17.92,"343,906","2,758,000",    182.93,1.18,3-02075-0012,167 CLERMONT AVENUE,FORT GREENE,D7    -ELEVATOR,      113,1900,"   149,000","4,179,450",     28.05,"1,934,020",12.98,"2,245,430","17,798,000",    119.45,1.16
3-01170-0001,50 PLAZA ST EAST,PROSPECT HEIGHTS,D4    -ELEVATOR,       50,1925,"84,530","      2,349,934",     27.80,"        748,091",8.85,"      1,601,844","     12,675,000",    149.95,3-01106-0005,1 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,D7    -ELEVATOR,       83,1921,"77,648","2,115,132",     27.24,"650,690",8.38,"1,464,441","9,620,000",    123.89,1.15,3-01994-0007,541 CLASSON AVENUE,BEDFORD STUYVESANT,D1    -ELEVATOR,       39,2014,"    37,500","1,030,125",     27.47,"331,875",8.85,"698,250","7,213,000",    192.35,0.75,3-01837-0058,93 HALSEY STREET,BEDFORD STUYVESANT,D7    -ELEVATOR,       19,1931,"    14,065","428,983",     30.50,"147,683",10.50,"281,300","1,113,000",     79.13,1.1
3-01170-0029,296 STERLING PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       22,1910,"29,724","        949,087",     31.93,"        294,268",9.90,"        654,820","      5,228,000",    175.88,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"83,828","3,343,899",     39.89,"915,402",10.92,"2,428,497","19,465,000",    232.20,0.53,3-01169-0019,214 STERLING PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       35,1936,"    31,000","601,710",     19.41,"183,830",5.93,"417,880","3,167,000",    102.16,0.15,3-01179-0011,292 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       21,1923,"    19,004","606,798",     31.93,"290,571",15.29,"316,227","2,556,000",    134.50,0.17
3-01170-0037,21 BUTLER PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       23,1915,"18,000","        548,640",     30.48,"        109,800",6.10,"        438,840","      3,498,000",    194.33,3-01176-0042,446 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       32,1921,"28,088","703,324",     25.04,"182,853",6.51,"520,471","4,087,000",    145.51,0.28,3-01176-0001,267 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       32,1922,"    28,620","872,338",     30.48,"389,232",13.60,"483,106","3,852,000",    134.59,0.13,3-01176-0074,311 LINCOLN PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       31,1923,"    26,220","850,839",     32.45,"379,666",14.48,"471,173","3,766,000",    143.63,0.18
3-01170-0041,15 BUTLER PLACE,PROSPECT HEIGHTS,C6    -WALK-UP,       20,1930,"17,680","        533,936",     30.20,"        144,446",8.17,"        389,490","      3,102,000",    175.45,3-01158-0016,170 PROSPECT PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1931,"16,124","486,945",     30.20,"131,733",8.17,"355,212","3,528,000",    218.80,0.23,3-01173-0078,369 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1909,"    13,385","386,291",     28.86,"151,384",11.31,"234,907","1,953,000",    145.91,0.18,3-01164-0082,191 STERLING PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       24,1910,"    15,528","498,759",     32.12,"185,249",11.93,"313,510","3,394,000",    218.57,0.17
3-01171-0002,315 ST JOHNS PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       48,1921,"63,300","      2,116,752",     33.44,"        634,899",10.03,"      1,481,853","     11,848,000",    187.17,3-01179-0116,171 EASTERN PARKWAY,PROSPECT HEIGHTS,D1    -ELEVATOR,       23,1929,"12,266","381,227",     31.08,"170,375",13.89,"210,853","1,682,000",    137.13,0.27,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"    83,828","3,343,899",     39.89,"915,402",10.92," 2,428,497","19,465,000",    232.20,0.59,3-01173-0076,383 ST JOHNS PLACE,PROSPECT HEIGHTS,C1    -WALK-UP,       16,1912,"    14,996","501,466",     33.44,"126,566",8.44,"374,900","2,997,000",    199.85,0.12
3-01171-0007,295 ST JOHNS PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       54,1923,"86,040","      2,199,182",     25.56,"        802,753",9.33,"      1,396,429","     10,982,000",    127.64,3-01169-0019,214 STERLING PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       35,1936,"31,000","601,710",     19.41,"183,830",5.93,"417,880","3,167,000",    102.16,0.19,3-01179-0116,171 EASTERN PARKWAY,PROSPECT HEIGHTS,D1    -ELEVATOR,       23,1929,"    12,266","381,227",     31.08,"170,375",13.89,"210,853","1,682,000",    137.13,0.28,3-01078-0016,530 2 STREET,PARK SLOPE,D1    -ELEVATOR,       47,1920,"    39,261","1,003,511",     25.56,"464,065",11.82,"539,446","4,240,000",    108.00,0.57
3-01171-0019,60 PLAZA ST EAST,PROSPECT HEIGHTS,D4    -ELEVATOR,       80,1940,"97,320","      3,750,713",     38.54,"      1,537,656",15.80,"      2,213,057","     17,737,000",    182.25,3-01106-0005,1 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,D7    -ELEVATOR,       83,1921,"77,648","1,984,683",     25.56,"760,950",9.80,"1,223,732","9,620,000",    123.89,1.13,3-01901-0022,402 MYRTLE AVENUE,CLINTON HILL,D6    -ELEVATOR,       11,1957,"    15,077","614,086",     40.73,"270,180",17.92,"343,906","2,758,000",    182.93,1.28,3-01043-0001,549 6 AVENUE,PARK SLOPE SOUTH,C1    -WALK-UP,       16,1905,"    10,508","404,978",     38.54,"170,335",16.21,"234,644","2,091,000",    198.99,1.17
3-01171-0048,328 STERLING PLACE,PROSPECT HEIGHTS,D4    -ELEVATOR,       25,1931,"23,875","        662,293",     27.74,"        265,013",11.10,"        397,280","      3,147,000",    131.81,3-01128-0009,670 PACIFIC STREET,PROSPECT HEIGHTS,D1    -ELEVATOR,       87,2014,"83,828","3,343,899",     39.89,"915,402",10.92,"2,428,497","19,465,000",    232.20,0.56,3-01169-0019,214 STERLING PLACE,PROSPECT HEIGHTS,D1    -ELEVATOR,       35,1936,"    31,000","601,710",     19.41,"183,830",5.93,"417,880","3,167,000",    102.16,0.19,3-01024-0081,355 12 STREET,PARK SLOPE SOUTH,C1    -WALK-UP,       11,1920,"     6,944","192,627",     27.74,"68,607",9.88,"124,020","1,113,000",    160.28,1.11
