Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
3-04598-0016,14 EAST 96 STREET,FLATBUSH-NORTH,C6    -WALK-UP,       34,1927,"26,900","        577,005",     21.45,"        230,802",8.58,"        346,203","      2,666,000",     99.11,3-04598-0009,1090 EAST NEW YORK AVENUE,FLATBUSH-NORTH,C1    -WALK-UP,       38,1930,"33,532","570,715",     17.02,"268,256",8.00,"302,459","2,394,000",     71.39,0.02,3-04632-0001,1124 WINTHROP STREET,FLATBUSH-NORTH,C1    -WALK-UP,       40,1926,"    30,720","658,944",     21.45,"304,435",9.91,"354,509","2,730,000",     88.87,0.28,3-04615-0041,169 EAST 96 STREET,FLATBUSH-NORTH,C1    -WALK-UP,       42,1926,"    32,520","709,912",     21.83,"416,581",12.81,"293,330","2,466,000",     75.83,0.25
3-04815-0037,636 BROOKLYN AVENUE,FLATBUSH-NORTH,D4    -ELEVATOR,      160,1959,"152,200","      3,250,992",     21.36,"      1,686,376",11.08,"      1,564,616","     12,039,000",     79.10,3-04667-0001,9201 KINGS HIGHWAY,FLATBUSH-NORTH,D1    -ELEVATOR,       72,1951,"61,926","1,319,643",     21.31,"735,062",11.87,"584,581","4,475,000",     72.26,1.27,3-01332-0007,472 LEFFERTS AVENUE,FLATBUSH-NORTH,D1    -ELEVATOR,       48,1939,"    45,940","984,954",     21.44,"541,173",11.78,"443,780","2,516,000",     54.77,0.27,3-05100-0091,65 EAST 19 STREET,FLATBUSH-CENTRAL,D3    -ELEVATOR,       69,1963,"    59,360","1,267,930",     21.36,"657,709",11.08,"610,221","5,277,000",     88.90,1.11
3-04847-0004,10 EAST 43 STREET,FLATBUSH-NORTH,D4    -ELEVATOR,      120,1956,"127,764","      2,424,961",     18.98,"        890,515",6.97,"      1,534,446","     11,581,000",     90.64,3-04597-0070,43 EAST 94 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       82,1958,"64,381","1,212,294",     18.83,"577,498",8.97,"634,797","4,785,000",     74.32,0.82,3-04594-0041,100 EAST 92 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       61,1964,"    54,888","1,052,203",     19.17,"486,857",8.87,"565,346","4,274,000",     77.87,0.69,3-04598-0001,1064 EAST NEW YORK AVENUE,FLATBUSH-NORTH,D1    -ELEVATOR,       74,1956,"    68,172","1,223,687",     17.95,"678,311",9.95,"545,376","4,073,000",     59.75,0.88
3-04853-0028,310 LENOX ROAD,FLATBUSH-NORTH,D4    -ELEVATOR,      131,1963,"124,314","      2,752,312",     22.14,"      1,210,818",9.74,"      1,541,494","     11,924,000",     95.92,3-04778-0001,4710 AVENUE D,FLATBUSH-EAST,D1    -ELEVATOR,       67,1963,"54,600","1,179,360",     21.60,"584,220",10.70,"595,140","4,791,000",     87.75,1.23,3-04868-0024,274 LINDEN BOULEVARD,FLATBUSH-EAST,D9    -ELEVATOR,       16,1931,"    15,800","358,186",     22.67,"184,860",11.70,"173,326","1,344,000",     85.06,0.1,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-04853-0035,330 LENOX ROAD,FLATBUSH-NORTH,D4    -ELEVATOR,      118,1964,"112,518","      2,491,149",     22.14,"      1,095,925",9.74,"      1,395,223","     10,793,000",     95.92,3-04778-0001,4710 AVENUE D,FLATBUSH-EAST,D1    -ELEVATOR,       67,1963,"54,600","1,179,360",     21.60,"584,220",10.70,"595,140","4,791,000",     87.75,1.21,3-04868-0024,274 LINDEN BOULEVARD,FLATBUSH-EAST,D9    -ELEVATOR,       16,1931,"    15,800","358,186",     22.67,"184,860",11.70,"173,326","1,344,000",     85.06,0.1,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-04905-0001,3400 SNYDER AVENUE,FLATBUSH-EAST,D4    -ELEVATOR,      129,1956,"114,346","      2,298,355",     20.10,"        954,789",8.35,"      1,343,566","     10,245,000",     89.60,3-04667-0001,9201 KINGS HIGHWAY,FLATBUSH-NORTH,D1    -ELEVATOR,       72,1951,"61,926","1,127,053",     18.20,"529,467",8.55,"597,586","4,475,000",     72.26,1.35,3-04981-0050,1402 BROOKLYN AVENUE,FLATBUSH-EAST,D1    -ELEVATOR,      420,1950,"   324,000","7,030,800",     21.70,"4,134,240",12.76," 2,896,560","22,342,000",     68.96,0.74,3-05000-0200,1405 BROOKLYN AVENUE,FLATBUSH-EAST,D1    -ELEVATOR,      144,1950,"   111,780","2,221,069",     19.87,"1,332,418",11.92,"888,651","6,755,000",     60.43,0.75
3-04906-0001,3500 SNYDER AVENUE,FLATBUSH-EAST,D4    -ELEVATOR,      126,1957,"115,900","      2,221,803",     19.17,"        799,710",6.90,"      1,422,093","     10,751,000",     92.76,3-04778-0001,4710 AVENUE D,FLATBUSH-EAST,D1    -ELEVATOR,       67,1963,"54,600","1,179,360",     21.60,"584,220",10.70,"595,140","4,791,000",     87.75,0.81,3-04594-0041,100 EAST 92 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       61,1964,"    54,888","1,052,203",     19.17,"486,857",8.87,"565,346","4,274,000",     77.87,1.24,3-04597-0070,43 EAST 94 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       82,1958,"    64,381","1,212,294",     18.83,"577,498",8.97,"634,797","4,785,000",     74.32,1.38
3-04906-0065,285 EAST 35 STREET,FLATBUSH-EAST,D4    -ELEVATOR,       66,1959,"58,231","      1,157,050",     19.87,"        416,352",7.15,"        740,698","      5,633,000",     96.74,3-04981-0050,1402 BROOKLYN AVENUE,FLATBUSH-EAST,D1    -ELEVATOR,      420,1950,"324,000","7,030,800",     21.70,"4,134,240",12.76,"2,896,560","22,342,000",     68.96,0.69,3-05060-0043,1745 CATON AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       58,1925,"    51,744","945,880",     18.28,"537,620",10.39,"408,260","3,058,000",     59.10,1.04,3-05000-0200,1405 BROOKLYN AVENUE,FLATBUSH-EAST,D1    -ELEVATOR,      144,1950,"   111,780","2,221,069",     19.87,"1,332,418",11.92,"888,651","6,755,000",     60.43,0.7
3-05026-0011,163 OCEAN AVENUE,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,       85,1930,"118,785","      2,256,915",     19.00,"      1,060,750",8.93,"      1,196,165","      9,030,000",     76.02,3-05324-0001,333 MCDONALD AVENUE,KENSINGTON,D1    -ELEVATOR,      268,1960,"245,202","4,499,457",     18.35,"1,618,333",6.60,"2,881,124","21,589,000",     88.05,1.25,3-01321-0040,393 LEFFERTS AVENUE,FLATBUSH-LEFFERTS GARDEN,D3    -ELEVATOR,       50,2015,"    61,108","1,278,379",     20.92,"426,534",6.98,"851,846","6,532,000",    106.89,0.77,3-04698-0037,458 EAST 51 STREET,FLATBUSH-EAST,D1    -ELEVATOR,       53,1940,"    43,020","817,380",     19.00,"467,197",10.86,"350,183","2,645,000",     61.48,1.81
3-05026-0034,125 OCEAN AVENUE,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,       65,1939,"64,069","      1,175,666",     18.35,"        422,855",6.60,"        752,811","      5,645,000",     88.11,3-05042-0073,75 HAWTHORNE STREET,FLATBUSH-LEFFERTS GARDEN,D1    -ELEVATOR,       73,1964,"71,795","1,184,618",     16.50,"665,540",9.27,"519,078","3,809,000",     53.05,0.29,3-05324-0001,333 MCDONALD AVENUE,KENSINGTON,D1    -ELEVATOR,      268,1960,"   245,202","4,499,457",     18.35,"1,618,333",6.60," 2,881,124","21,589,000",     88.05,1.29,3-05317-0011,170 EAST 4 STREET,KENSINGTON,D1    -ELEVATOR,       71,1962,"    62,400","1,485,744",     23.81,"672,048",10.77,"813,696","6,352,000",    101.79,1.15
3-05043-0001,125 HAWTHORNE STREET,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,       66,1940,"77,638","      1,695,614",     21.84,"        973,581",12.54,"        722,033","      5,577,000",     71.83,3-05097-0104,130 EAST 18 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       85,1956,"72,000","1,565,280",     21.74,"710,640",9.87,"854,640","6,595,000",     91.60,0.76,3-01185-0034,302 EASTERN PARKWAY,CROWN HEIGHTS,D1    -ELEVATOR,       48,1923,"    42,984","938,771",     21.84,"539,019",12.54,"399,751","3,085,000",     71.77,0.89,3-05338-0081,250 OCEAN PARKWAY,KENSINGTON,D1    -ELEVATOR,       77,1925,"    67,776","1,489,039",     21.97,"476,465",7.03,"1,012,573","7,829,000",    115.51,1.39
3-05043-0086,135 HAWTHORNE STREET,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,       60,1939,"63,576","      1,239,096",     19.49,"        656,740",10.33,"        582,356","      4,416,000",     69.46,3-06126-0036,368 97 STREET,BAY RIDGE,D1    -ELEVATOR,       53,1937,"42,168","821,433",     19.48,"363,910",8.63,"457,523","3,820,000",     90.59,5.01,3-07112-0001,2001 EAST 9 STREET,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       60,1939,"    61,500","1,200,480",     19.52,"555,345",9.03,"645,135","4,892,000",     79.54,3.99,3-04901-0063,1543 NOSTRAND AVENUE,FLATBUSH-EAST,C7    -WALK-UP,       56,1925,"    42,000","818,580",     19.49,"433,860",10.33,"384,720","2,916,000",     69.43,0.74
3-05046-0018,150 HAWTHORNE STREET,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,      100,1963,"76,338","      2,007,689",     26.30,"      1,100,794",14.42,"        906,895","      7,154,000",     93.71,3-06069-0013,8829 FT. HAMILTON PARKWAY,BAY RIDGE,D1    -ELEVATOR,      139,1927,"96,952","2,549,838",     26.30,"1,398,048",14.42,"1,151,790","10,859,000",    112.00,4.54,3-01281-0017,1082 PRESIDENT STREET,CROWN HEIGHTS,C1    -WALK-UP,       80,1915,"    59,008","1,537,748",     26.06,"824,342",13.97,"713,407","5,624,000",     95.31,0.74,3-06682-0045,1960 EAST 7 STREET,OCEAN PARKWAY-SOUTH,D1    -ELEVATOR,       38,1929,"    32,930","880,878",     26.75,"387,257",11.76,"493,621","3,899,000",    118.40,3.8
3-05048-0034,80 WINTHROP STREET,FLATBUSH-LEFFERTS GARDEN,D4    -ELEVATOR,      144,1927,"157,614","      2,416,223",     15.33,"      1,160,039",7.36,"      1,256,184","      9,033,000",     57.31,3-05083-0071,55 LINDEN BOULEVARD,FLATBUSH-CENTRAL,D1    -ELEVATOR,      103,1935,"128,746","1,992,988",     15.48,"1,053,142",8.18,"939,846","6,787,000",     52.72,0.26,3-05105-0043,185 ERASMUS STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       78,1937,"    84,000","1,285,200",     15.30,"462,840",5.51,"822,360","5,910,000",     70.36,0.6,3-07352-0015,2566 OCEAN AVENUE,SHEEPSHEAD BAY,D1    -ELEVATOR,       66,1946,"    75,000","1,149,750",     15.33,"552,000",7.36,"597,750","4,499,000",     59.99,3.99
3-05048-0078,289 PARKSIDE AVENUE,FLATBUSH-LEFFERTS GARDEN,C6    -WALK-UP,       16,1920,"17,800","        402,280",     22.60,"        174,262",9.79,"        228,018","      1,770,000",     99.44,3-05892-0006,7101 4 AVENUE,BAY RIDGE,D7    -ELEVATOR,       50,1950,"59,766","1,354,895",     22.67,"406,409",6.80,"948,486","7,359,000",    123.13,3.78,3-04651-0036,322 ROCKAWAY PARKWAY,FLATBUSH-NORTH,C1    -WALK-UP,       42,1930,"    31,188","702,666",     22.53,"246,073",7.89,"456,592","3,694,000",    118.44,2.09,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-05048-0080,283 PARKSIDE AVENUE,FLATBUSH-LEFFERTS GARDEN,C6    -WALK-UP,       16,1920,"17,800","        402,280",     22.60,"        174,262",9.79,"        228,018","      1,770,000",     99.44,3-05892-0006,7101 4 AVENUE,BAY RIDGE,D7    -ELEVATOR,       50,1950,"59,766","1,354,895",     22.67,"406,409",6.80,"948,486","7,359,000",    123.13,3.77,3-04651-0036,322 ROCKAWAY PARKWAY,FLATBUSH-NORTH,C1    -WALK-UP,       42,1930,"    31,188","702,666",     22.53,"246,073",7.89,"456,592","3,694,000",    118.44,2.1,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-05056-0040,590 PARKSIDE AVENUE,FLATBUSH-CENTRAL,C6    -WALK-UP,       40,1931,"29,200","        559,472",     19.16,"        280,320",9.60,"        279,152","      2,111,000",     72.29,3-01275-0064,1159 PRESIDENT STREET,CROWN HEIGHTS,C1    -WALK-UP,       20,1915,"21,200","406,192",     19.16,"203,520",9.60,"202,672","1,534,000",     72.36,0.88,3-01275-0066,1153 PRESIDENT STREET,CROWN HEIGHTS,C1    -WALK-UP,       20,1915,"    21,200","406,192",     19.16,"203,520",9.60,"202,672","1,534,000",     72.36,0.88,3-05614-0014,1020 45 STREET,BOROUGH PARK,C1    -WALK-UP,       32,1921,"    28,000","537,880",     19.21,"283,360",10.12,"254,520","2,073,000",     74.04,2.44
3-05058-0007,25 PARADE PLACE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       64,1935,"71,028","      1,116,560",     15.72,"        546,916",7.70,"        569,645","      4,123,000",     58.05,3-05065-0095,141 LENOX ROAD,FLATBUSH-CENTRAL,D1    -ELEVATOR,       66,1954,"74,016","1,165,752",     15.75,"512,931",6.93,"652,821","4,729,000",     63.89,0.56,3-05081-0015,100 EAST 21 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       84,1941,"    86,118","1,350,330",     15.68,"729,419",8.47,"620,911","4,573,000",     53.10,0.25,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-05060-0008,55 PARADE PLACE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       73,1927,"85,716","      1,494,887",     17.44,"        703,728",8.21,"        791,159","      5,871,000",     68.49,3-05160-0048,415 EAST 17 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       72,1939,"84,000","1,469,160",     17.49,"697,200",8.30,"771,960","5,727,000",     68.18,0.75,3-01426-0040,740 EMPIRE BOULEVARD,FLATBUSH-NORTH,D7    -ELEVATOR,       99,1920,"    83,856","1,453,224",     17.33,"763,090",9.10,"690,135","5,115,000",     61.00,1.64,3-05080-0013,446 OCEAN AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       47,1914,"    50,840","886,650",     17.44,"426,039",8.38,"460,610","3,416,000",     67.19,0.16
3-05061-0040,416 OCEAN AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       90,1924,"131,355","      2,441,889",     18.59,"      1,159,865",8.83,"      1,282,025","      9,639,000",     73.38,3-04823-0001,647 ALBANY AVENUE,FLATBUSH-NORTH,D1    -ELEVATOR,       92,1955,"81,330","1,494,845",     18.38,"692,118",8.51,"802,727","6,665,000",     81.95,1.25,3-05324-0001,333 MCDONALD AVENUE,KENSINGTON,D1    -ELEVATOR,      268,1960,"   245,202","4,499,457",     18.35,"1,618,333",6.60," 2,881,124","21,589,000",     88.05,1.02,3-05053-0018,160 PARKSIDE AVENUE,FLATBUSH-CENTRAL,D3    -ELEVATOR,      162,1964,"   148,400","2,726,108",     18.37,"1,310,372",8.83,"1,415,736","10,620,000",     71.56,0.14
3-05064-0029,32 CLARKSON AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       78,1938,"97,332","      1,536,872",     15.79,"        777,683",7.99,"        759,190","      5,503,000",     56.54,3-05089-0015,22 MARTENSE STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       56,1962,"65,296","1,019,271",     15.61,"387,205",5.93,"632,065","4,567,000",     69.94,0.25,3-05208-0004,2212 DITMAS AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       52,1934,"    63,960","1,009,928",     15.79,"511,040",7.99,"498,888","3,616,000",     56.54,1,3-05400-0083,545 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,D7    -ELEVATOR,       91,1963,"    93,142","1,476,301",     15.85,"687,388",7.38,"788,913","5,719,000",     61.40,1.52
3-05071-0034,68 STRATFORD ROAD,FLATBUSH-CENTRAL,C6    -WALK-UP,       12,1931,"20,320","        459,435",     22.61,"        261,112",12.85,"        198,323","      1,539,000",     75.74,3-05159-0059,395 EAST 16 STREET,FLATBUSH-CENTRAL,C1    -WALK-UP,       12,1913,"10,264","194,092",     18.91,"99,971",9.74,"94,121","710,000",     69.17,0.56,3-05059-0020,92 WOODRUFF AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1910,"    11,160","267,505",     23.97,"120,193",10.77,"147,312","1,152,000",    103.23,0.56,3-05125-0033,325 EAST 21 STREET,FLATBUSH-CENTRAL,C1    -WALK-UP,       20,1912,"    14,220","321,514",     22.61,"182,727",12.85,"138,787","1,077,000",     75.74,0.56
3-05072-0001,5 STRATFORD ROAD,FLATBUSH-CENTRAL,C6    -WALK-UP,       16,1931,"17,980","        406,528",     22.61,"        231,043",12.85,"        175,485","      1,362,000",     75.75,3-05059-0020,92 WOODRUFF AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1910,"11,160","267,505",     23.97,"120,193",10.77,"147,312","1,152,000",    103.23,0.47,3-05125-0033,325 EAST 21 STREET,FLATBUSH-CENTRAL,C1    -WALK-UP,       20,1912,"    14,220","321,514",     22.61,"182,727",12.85,"138,787","1,077,000",     75.74,0.57,3-05382-0033,526 DAHILL ROAD,BOROUGH PARK,C1    -WALK-UP,       20,1922,"    14,200","268,380",     18.90,"146,402",10.31,"121,978","920,000",     64.79,1.1
3-05072-0003,1110 CATON AVENUE,FLATBUSH-CENTRAL,C6    -WALK-UP,       16,1931,"17,980","        430,981",     23.97,"        193,645",10.77,"        237,336","      1,855,000",    103.17,3-05063-0029,162 WOODRUFF AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       17,1910,"12,751","397,194",     31.15,"125,342",9.83,"271,851","2,169,000",    170.10,0.6,3-05059-0020,92 WOODRUFF AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1910,"    11,160","267,505",     23.97,"120,193",10.77,"147,312","1,152,000",    103.23,0.46,3-05125-0033,325 EAST 21 STREET,FLATBUSH-CENTRAL,C1    -WALK-UP,       20,1912,"    14,220","321,514",     22.61,"182,727",12.85,"138,787","1,077,000",     75.74,0.56
3-05072-0012,20 WESTMINSTER ROAD,FLATBUSH-CENTRAL,D4    -ELEVATOR,       20,1940,"24,790","        453,161",     18.28,"        257,568",10.39,"        195,593","      1,466,000",     59.14,3-05081-0001,441 CATON AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       84,1924,"115,374","1,596,776",     13.84,"917,223",7.95,"679,553","4,745,000",     41.13,0.49,3-05060-0043,1745 CATON AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       58,1925,"    51,744","945,880",     18.28,"537,620",10.39,"408,260","3,058,000",     59.10,0.36,3-05061-0001,73 ST PAULS PLACE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       59,1924,"    47,418","1,076,863",     22.71,"526,814",11.11,"550,049","4,269,000",     90.03,0.39
3-05072-0053,25 STRATFORD ROAD,FLATBUSH-CENTRAL,C6    -WALK-UP,       20,1931,"24,200","        456,412",     18.86,"        255,310",10.55,"        201,102","      1,516,000",     62.64,3-05070-0001,399 CONEY ISLAND AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1914,"13,512","266,186",     19.70,"122,959",9.10,"143,227","1,088,000",     80.52,0.1,3-05070-0003,910 CATON AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1914,"    13,364","232,266",     17.38,"110,520",8.27,"121,746","902,000",     67.49,0.09,3-05165-0015,2149 CORTELYOU ROAD,FLATBUSH-CENTRAL,C1    -WALK-UP,       30,1925,"    23,760","448,114",     18.86,"250,668",10.55,"197,446","1,564,000",     65.82,0.71
3-05080-0060,500 OCEAN AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       64,1931,"87,951","      1,315,747",     14.96,"        674,584",7.67,"        641,163","      4,581,000",     52.09,3-01315-0027,320 EMPIRE BOULEVARD,FLATBUSH-LEFFERTS GARDEN,D1    -ELEVATOR,       77,1928,"75,498","1,130,205",     14.97,"629,653",8.34,"500,552","3,616,000",     47.90,1.03,3-06370-0023,65 BAY 19 STREET,BATH BEACH,D7    -ELEVATOR,       81,1962,"    66,400","993,344",     14.96,"464,800",7.00,"528,544","3,778,000",     56.90,3.8,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-05083-0037,70 LENOX ROAD,FLATBUSH-CENTRAL,D4    -ELEVATOR,       60,1935,"73,374","      1,125,557",     15.34,"        520,955",7.10,"        604,602","      4,348,000",     59.26,3-05058-0044,33 CROOKE AVENUE,FLATBUSH-CENTRAL,D1    -ELEVATOR,       66,1931,"69,700","1,062,925",     15.25,"544,357",7.81,"518,568","3,722,000",     53.40,0.36,3-05066-0079,245 LENOX ROAD,FLATBUSH-CENTRAL,D1    -ELEVATOR,       66,1936,"    69,816","1,075,166",     15.40,"572,491",8.20,"502,675","3,618,000",     51.82,0.32,3-06381-0017,8645 BAY PARKWAY,GRAVESEND,D1    -ELEVATOR,      101,1950,"   119,279","1,829,740",     15.34,"846,881",7.10,"982,859","7,072,000",     59.29,4.14
3-05086-0066,45 MARTENSE STREET,FLATBUSH-CENTRAL,D4    -ELEVATOR,       66,1937,"75,312","      1,255,451",     16.67,"        667,264",8.86,"        588,187","      4,320,000",     57.36,3-05082-0067,141 EAST 21 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       76,1927,"75,043","1,250,967",     16.67,"664,881",8.86,"586,086","4,420,000",     58.90,0.13,3-05327-0041,415 ALBEMARLE ROAD,KENSINGTON,D1    -ELEVATOR,       68,1941,"    75,600","1,254,204",     16.59,"580,608",7.68,"673,596","4,942,000",     65.37,1.08,3-06463-0012,225 BAY 17 STREET,BATH BEACH,C9    -WALK-UP,       84,1951,"    78,063","1,311,458",     16.80,"585,473",7.50,"725,986","5,345,000",     68.47,4.36
3-05095-0001,1409 ALBEMARLE ROAD,FLATBUSH-CENTRAL,D4    -ELEVATOR,       29,1938,"30,039","        517,572",     17.23,"        239,411",7.97,"        278,161","      2,058,000",     68.51,3-05087-0017,100 LINDEN BOULEVARD,FLATBUSH-CENTRAL,D1    -ELEVATOR,       41,1935,"41,610","715,276",     17.19,"399,456",9.60,"315,820","2,433,000",     58.47,0.68,3-05360-0048,801 AVENUE C,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       42,1941,"    43,200","744,336",     17.23,"344,304",7.97,"400,032","2,959,000",     68.50,0.45,3-06553-0038,6402 23 AVENUE,BOROUGH PARK,C1    -WALK-UP,       32,1928,"    25,700","443,839",     17.27,"143,149",5.57,"300,690","2,225,000",     86.58,2.43
3-05097-0112,150 EAST 18 STREET,FLATBUSH-CENTRAL,D4    -ELEVATOR,       55,1937,"65,915","      1,129,124",     17.13,"        522,706",7.93,"        606,418","      4,480,000",     67.97,3-04670-0001,1115 WILLMOHR STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       66,1961,"64,702","1,114,168",     17.22,"555,143",8.58,"559,025","4,392,000",     67.88,2.47,3-06819-0001,1310 AVENUE R,MADISON,D1    -ELEVATOR,       80,1962,"    88,356","1,510,004",     17.09,"698,896",7.91,"811,108","5,990,000",     67.79,2.92,3-05641-0056,1245 50 STREET,BOROUGH PARK,D1    -ELEVATOR,       59,1940,"    67,200","1,151,136",     17.13,"532,896",7.93,"618,240","4,569,000",     67.99,1.82
3-05099-0068,145 EAST 18 STREET,FLATBUSH-CENTRAL,D4    -ELEVATOR,       63,1962,"58,000","      1,115,920",     19.24,"        673,960",11.62,"        441,960","      3,197,000",     55.12,3-05491-0001,5619 15 AVENUE,BOROUGH PARK,D1    -ELEVATOR,       72,1931,"58,698","1,129,350",     19.24,"682,071",11.62,"447,279","3,382,000",     57.62,2.06,3-04594-0041,100 EAST 92 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       61,1964,"    54,888","1,052,203",     19.17,"486,857",8.87,"565,346","4,274,000",     77.87,2.05,3-06781-0040,1811 QUENTIN ROAD,MADISON,D1    -ELEVATOR,       67,1962,"    64,300","1,248,706",     19.42,"599,919",9.33,"648,787","4,916,000",     76.45,2.71
3-05101-0029,575 OCEAN AVENUE,FLATBUSH-CENTRAL,D4    -ELEVATOR,       63,1926,"67,084","      1,283,988",     19.14,"        632,602",9.43,"        651,386","      4,921,000",     73.36,3-05392-0052,805 DITMAS AVENUE,OCEAN PARKWAY-NORTH,D1    -ELEVATOR,       57,1958,"45,900","877,149",     19.11,"458,541",9.99,"418,608","3,164,000",     68.93,0.98,3-04594-0041,100 EAST 92 STREET,FLATBUSH-NORTH,D1    -ELEVATOR,       61,1964,"    54,888","1,052,203",     19.17,"486,857",8.87,"565,346","4,274,000",     77.87,1.92,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
3-05122-0021,150 EAST 19 STREET,FLATBUSH-CENTRAL,D4    -ELEVATOR,       50,1935,"44,178","        899,022",     20.35,"        449,290",10.17,"        449,732","      3,434,000",     77.73,3-05071-0006,10 STRATFORD ROAD,FLATBUSH-CENTRAL,D3    -ELEVATOR,      106,1964,"98,524","1,916,292",     19.45,"780,310",7.92,"1,135,982","8,605,000",     87.34,0.47,3-05062-0029,369 OCEAN AVENUE,FLATBUSH-CENTRAL,D9    -ELEVATOR,       16,1931,"    11,036","254,049",     23.02,"131,328",11.90,"122,720","954,000",     86.44,0.55,3-05078-0022,50 EAST 18 STREET,FLATBUSH-CENTRAL,D1    -ELEVATOR,       73,1927,"    65,370","1,311,976",     20.07,"524,921",8.03,"787,055","5,996,000",     91.72,0.31
3-05154-0035,1115 DORCHESTER ROAD,FLATBUSH-CENTRAL,C6    -WALK-UP,       28,1930,"16,500","        303,435",     18.39,"        106,260",6.44,"        197,175","      1,479,000",     89.64,3-05123-0016,666 OCEAN AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       34,1924,"37,800","664,902",     17.59,"306,180",8.10,"358,722","2,665,000",     70.50,0.66,3-05189-0042,2574 BEDFORD AVENUE,FLATBUSH-CENTRAL,C1    -WALK-UP,       16,1915,"    18,000","331,020",     18.39,"177,300",9.85,"153,720","1,152,000",     64.00,0.68,3-05074-0055,15 ARGYLE ROAD,FLATBUSH-CENTRAL,C1    -WALK-UP,       32,1915,"    31,496","675,904",     21.46,"397,794",12.63,"278,110","2,140,000",     67.95,0.76
