Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
1-00189-0025,34 NORTH MOORE STREET,TRIBECA,D0  -ELEVATOR,14,1910,"28,500","1,034,550",36.30,"396,720",13.92,"637,830","5,200,000",182.46,1-00504-0031,110 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,421,842",36.57,"594,086",15.28,"827,755","9,267,000",238.35,0.5,1-00506-0016,30 CHARLTON STREET,SOHO,D1  -ELEVATOR,86,1920,"44,256","1,594,544",36.03,"555,413",12.55,"1,039,131","12,851,000",290.38,0.52,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00189-0030,20 NORTH MOORE STREET,TRIBECA,D4  -ELEVATOR,20,1921,"60,600","2,286,438",37.73,"813,252",13.42,"1,473,186","12,010,000",198.18,1-00223-0013,440 WASHINGTON STREET,TRIBECA,D7  -ELEVATOR,50,2018,"51,979","1,961,168",37.73,"697,558",13.42,"1,263,609","17,667,000",339.89,0.31,1-00224-0001,450 WASHINGTON STREET,TRIBECA,D8  -ELEVATOR,286,2007,"305,542","9,740,679",31.88,"4,369,251",14.30,"5,371,428","95,344,000",312.05,0.35,1-00470-0029,212 GRAND STREET,LITTLE ITALY,D9  -ELEVATOR,16,1920,"14,221","569,409",40.04,"229,385",16.13,"340,024","3,925,000",276.00,0.61
1-00210-0026,45 LISPENARD STREET,TRIBECA,D4  -ELEVATOR,19,1920,"37,400","1,546,116",41.34,"546,414",14.61,"999,702","8,144,000",217.75,1-00477-0001,80 VARICK STREET,SOHO,D5  -ELEVATOR,61,1920,"125,235","5,177,215",41.34,"1,829,683",14.61,"3,347,532","16,755,000",133.79,0.28,1-00016-0221,450 NORTH END AVENUE,TRIBECA,D8  -ELEVATOR,152,1998,"244,617","9,757,772",39.89,"3,397,730",13.89,"6,360,042","60,718,000",248.22,0.91,1-00844-0008,9 EAST 16 STREET,FLATIRON,D6  -ELEVATOR,16,1900,"30,680","1,292,242",42.12,"351,593",11.46,"940,649","10,910,000",355.61,1.33
1-00214-0025,135 HUDSON STREET,TRIBECA,C6  -WALK-UP,12,1915,"22,363","939,917",42.03,"397,167",17.76,"542,750","4,422,000",197.74,1-00489-0006,65 SULLIVAN STREET,SOHO,C1  -WALK-UP,13,1989,"9,110","382,893",42.03,"138,928",15.25,"243,966","1,987,000",218.11,0.37,1-00489-0005,63 SULLIVAN STREET,SOHO,C1  -WALK-UP,13,1989,"9,110","382,893",42.03,"138,928",15.25,"243,966","1,987,000",218.11,0.37,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00219-0026,165 HUDSON STREET,TRIBECA,D0  -ELEVATOR,18,1910,"30,000","1,377,900",45.93,"497,100",16.57,"880,800","7,157,000",238.57,1-00223-0013,440 WASHINGTON STREET,TRIBECA,D7  -ELEVATOR,50,2018,"51,979","2,609,866",50.21,"772,928",14.87,"1,836,938","17,667,000",339.89,0.12,1-00224-0001,450 WASHINGTON STREET,TRIBECA,D8  -ELEVATOR,286,2007,"305,542","13,553,843",44.36,"4,812,287",15.75,"8,741,557","95,344,000",312.05,0.14,1-00477-0001,80 VARICK STREET,SOHO,D5  -ELEVATOR,61,1920,"125,235","5,752,044",45.93,"2,075,144",16.57,"3,676,900","16,755,000",133.79,0.19
1-00229-0020,71 GRAND STREET,SOHO,D4  -ELEVATOR,12,1920,"42,240","1,997,952",47.30,"569,395",13.48,"1,428,557","11,599,000",274.60,1-00227-0016,35 GRAND STREET,SOHO,D5  -ELEVATOR,12,1910,"9,791","463,114",47.30,"131,983",13.48,"331,132","2,689,000",274.64,0.1,1-00223-0013,440 WASHINGTON STREET,TRIBECA,D7  -ELEVATOR,50,2018,"51,979","3,263,242",62.78,"1,052,055",20.24,"2,211,187","17,667,000",339.89,0.44,1-00509-0026,53 EAST HOUSTON STREET,LITTLE ITALY,D9  -ELEVATOR,32,1910,"25,480","1,158,830",45.48,"314,678",12.35,"844,152","6,988,000",274.25,0.46
1-00229-0022,75 GRAND STREET,SOHO,D4  -ELEVATOR,31,1915,"76,492","4,802,168",62.78,"1,472,471",19.25,"3,329,697","26,604,000",347.80,1-00179-0032,176 WEST BROADWAY,TRIBECA,D6  -ELEVATOR,19,2008,"52,930","4,512,283",85.25,"1,227,976",23.20,"3,284,307","25,690,000",485.36,0.32,1-00223-0013,440 WASHINGTON STREET,TRIBECA,D7  -ELEVATOR,50,2018,"51,979","3,263,242",62.78,"1,052,055",20.24,"2,211,187","17,667,000",339.89,0.44,1-00495-0033,229 MULBERRY STREET,LITTLE ITALY,D9  -ELEVATOR,60,1999,"67,300","3,421,532",50.84,"599,643",8.91,"2,821,889","22,841,000",339.39,0.36
1-00230-0015,16 GREENE STREET,SOHO,D4  -ELEVATOR,12,1920,"23,628","1,054,045",44.61,"394,115",16.68,"659,930","5,367,000",227.15,1-00470-0005,160 MOTT STREET,LITTLE ITALY,D1  -ELEVATOR,35,1910,"11,967","533,489",44.58,"238,981",19.97,"294,508","2,395,000",200.13,0.35,1-00469-0049,229 EAST 13 STREET,EAST VILLAGE,D3  -ELEVATOR,28,2008,"30,400","1,357,056",44.64,"337,136",11.09,"1,019,920","8,295,000",272.86,1.15,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00230-0031,31 MERCER STREET,SOHO,D4  -ELEVATOR,14,1920,"30,000","1,566,900",52.23,"416,100",13.87,"1,150,800","9,299,000",309.97,1-00477-0001,80 VARICK STREET,SOHO,D5  -ELEVATOR,61,1920,"125,235","6,219,170",49.66,"1,764,561",14.09,"4,454,609","16,755,000",133.79,0.24,1-00488-0037,508 BROOME STREET,SOHO,D5  -ELEVATOR,14,1900,"21,598","1,128,064",52.23,"299,564",13.87,"828,499","5,726,000",265.12,0.23,1-00488-0008,68 THOMPSON STREET,SOHO,D1  -ELEVATOR,41,1901,"16,749","917,678",54.79,"172,515",10.30,"745,163","8,401,000",501.58,0.23
1-00232-0009,452 BROADWAY,SOHO,D4  -ELEVATOR,15,1900,"42,111","2,286,206",54.29,"712,097",16.91,"1,574,109","12,700,000",301.58,1-00488-0037,508 BROOME STREET,SOHO,D5  -ELEVATOR,14,1900,"21,598","1,071,045",49.59,"364,142",16.86,"706,903","5,726,000",265.12,0.29,1-00488-0010,72 THOMPSON STREET,SOHO,D1  -ELEVATOR,38,1910,"19,002","1,393,607",73.34,"316,383",16.65,"1,077,223","8,505,000",447.58,0.29,1-00527-0027,10 DOWNING STREET,GREENWICH VILLAGE-WEST,D9  -ELEVATOR,125,1940,"118,467","6,431,573",54.29,"2,021,047",17.06,"4,410,526","35,580,000",300.34,0.63
1-00243-0056,645 WATER STREET,LOWER EAST SIDE,D4  -ELEVATOR,211,1962,"251,500","5,681,385",22.59,"2,580,390",10.26,"3,100,995","24,532,000",97.54,1-00346-0001,50 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,156,1982,"137,909","2,453,401",17.79,"1,140,507",8.27,"1,312,894","9,987,000",72.42,0.48,1-00341-0001,460 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,201,1976,"265,181","8,324,032",31.39,"3,309,459",12.48,"5,014,573","40,928,000",154.34,0.37,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00244-0019,605 WATER STREET,LOWER EAST SIDE,D4  -ELEVATOR,124,1964,"124,600","2,690,114",21.59,"1,439,130",11.55,"1,250,984","9,837,000",78.95,1-00346-0001,50 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,156,1982,"137,909","2,453,401",17.79,"1,140,507",8.27,"1,312,894","9,987,000",72.42,0.44,1-00341-0001,460 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,201,1976,"265,181","8,324,032",31.39,"3,309,459",12.48,"5,014,573","40,928,000",154.34,0.35,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00259-0001,604 WATER STREET,LOWER EAST SIDE,D4  -ELEVATOR,124,1964,"126,150","2,637,797",20.91,"1,555,430",12.33,"1,082,367","8,476,000",67.19,1-00421-0044,174 FORSYTH STREET,LOWER EAST SIDE,D3  -ELEVATOR,40,1993,"38,880","753,494",19.38,"362,362",9.32,"391,133","1,820,000",46.81,0.72,1-00341-0001,460 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,201,1976,"265,181","5,948,010",22.43,"2,943,509",11.10,"3,004,501","40,928,000",154.34,0.27,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00259-0071,35 MONTGOMERY STREET,LOWER EAST SIDE,D4  -ELEVATOR,145,1964,"287,175","7,320,091",25.49,"3,454,715",12.03,"3,865,376","30,982,000",107.89,1-00248-0070,80 RUTGERS SLIP,LOWER EAST SIDE,D9  -ELEVATOR,109,1987,"83,904","1,949,090",23.23,"1,041,249",12.41,"907,841","14,260,000",169.96,0.36,1-00273-0017,191 MADISON STREET,LOWER EAST SIDE,D1  -ELEVATOR,24,1910,"8,995","229,283",25.49,"108,210",12.03,"121,073","1,276,000",141.86,0.36,1-00345-0048,115 PITT STREET,LOWER EAST SIDE,D3  -ELEVATOR,172,1983,"170,100","4,383,477",25.77,"2,082,024",12.24,"2,301,453","46,905,000",275.75,0.56
1-00263-0008,453 FDR DRIVE,LOWER EAST SIDE,D4  -ELEVATOR,837,1955,"923,000","39,458,250",42.75,"21,127,470",22.89,"18,330,780","149,165,000",161.61,1-00267-0037,371 MADISON STREET,LOWER EAST SIDE,D9  -ELEVATOR,117,1908,"101,579","4,342,502",42.75,"1,476,959",14.54,"2,865,544","23,330,000",229.67,0.2,1-00345-0020,155 RIDGE STREET,LOWER EAST SIDE,D1  -ELEVATOR,56,1940,"35,045","1,237,089",35.30,"592,611",16.91,"644,478","5,252,000",149.86,0.55,1-00354-0020,153 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,50,1912,"22,500","1,097,100",48.76,"471,150",20.94,"625,950","5,074,000",225.51,0.64
1-00267-0001,305 MADISON STREET,LOWER EAST SIDE,D4  -ELEVATOR,143,1964,"136,070","3,345,961",24.59,"1,326,683",9.75,"2,019,279","16,138,000",118.60,1-00341-0001,460 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,201,1976,"265,181","8,324,032",31.39,"3,309,459",12.48,"5,014,573","40,928,000",154.34,0.2,1-00346-0001,50 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,156,1982,"137,909","2,453,401",17.79,"1,140,507",8.27,"1,312,894","9,987,000",72.42,0.32,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00289-9001,1 BOWERY,CHINATOWN,D4  -ELEVATOR,790,1977,"1,217,600","43,894,480",36.05,"13,308,368",10.93,"30,586,112","249,357,000",204.79,1-00246-0001,275 SOUTH STREET,LOWER EAST SIDE,D6  -ELEVATOR,258,1978,"262,875","9,513,446",36.19,"2,591,948",9.86,"6,921,499","65,670,000",249.81,0.52,1-00341-0001,460 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,201,1976,"265,181","9,074,494",34.22,"3,086,707",11.64,"5,987,787","40,928,000",154.34,0.56,1-00341-0058,410 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,404,1972,"225,000","8,111,250",36.05,"2,459,250",10.93,"5,652,000","45,523,000",202.32,0.56
1-00299-0027,25 ORCHARD STREET,LOWER EAST SIDE,C8  -WALK-UP,16,1900,"12,325","467,857",37.96,"59,776",4.85,"408,081","3,327,000",269.94,1-00285-0016,219 EAST BROADWAY,LOWER EAST SIDE,C7  -WALK-UP,15,1910,"10,129","339,322",33.50,"118,712",11.72,"220,610","1,795,000",177.21,0.24,1-00308-0022,51 ORCHARD STREET,LOWER EAST SIDE,C7  -WALK-UP,15,1910,"9,478","382,911",40.40,"114,873",12.12,"268,038","2,185,000",230.53,0.08,1-00410-0046,101 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,28,1910,"20,580","781,217",37.96,"312,404",15.18,"468,812","3,822,000",185.71,0.32
1-00311-0013,357 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,893,1960,"1,025,341","34,820,580",33.96,"16,989,900",16.57,"17,830,680","145,275,000",141.68,1-00410-0055,115 ESSEX STREET,LOWER EAST SIDE,D7  -ELEVATOR,23,1910,"19,043","706,495",37.10,"216,900",11.39,"489,596","3,991,000",209.58,0.28,1-00344-0041,114 RIDGE STREET,LOWER EAST SIDE,D6  -ELEVATOR,27,2003,"27,109","993,545",36.65,"408,533",15.07,"585,012","4,768,000",175.88,0.4,1-00350-0026,19 CLINTON STREET,LOWER EAST SIDE,D7  -ELEVATOR,29,2005,"36,000","1,222,560",33.96,"391,320",10.87,"831,240","6,772,000",188.11,0.43
1-00315-0001,409 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,880,1960,"1,054,290","32,482,675",30.81,"13,716,313",13.01,"18,766,362","152,374,000",144.53,1-00309-0006,54 ORCHARD STREET,LOWER EAST SIDE,D7  -ELEVATOR,35,2007,"33,860","1,043,227",30.81,"440,519",13.01,"602,708","9,562,000",282.40,0.27,1-00308-0020,55 ORCHARD STREET,LOWER EAST SIDE,D7  -ELEVATOR,14,1900,"15,500","513,825",33.15,"261,795",16.89,"252,030","3,915,000",252.58,0.3,1-00345-0007,164 ATTORNEY STREET,LOWER EAST SIDE,D1  -ELEVATOR,33,2014,"23,357","631,106",27.02,"325,363",13.93,"305,743","6,830,000",292.42,0.4
1-00321-0001,570 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,842,1955,"1,231,250","25,597,688",20.79,"14,097,813",11.45,"11,499,875","89,837,000",72.96,1-00309-0006,54 ORCHARD STREET,LOWER EAST SIDE,D7  -ELEVATOR,35,2007,"33,860","695,823",20.55,"276,298",8.16,"419,525","9,562,000",282.40,0.65,1-00410-0071,100 DELANCEY STREET,LOWER EAST SIDE,D7  -ELEVATOR,23,1986,"30,812","639,349",20.75,"352,797",11.45,"286,552","11,025,000",357.82,0.62,1-00412-0053,207 EAST HOUSTON STREET,LOWER EAST SIDE,D8  -ELEVATOR,245,2006,"209,499","5,350,604",25.54,"2,555,888",12.20,"2,794,717","68,350,000",326.25,0.68
1-00331-0001,504 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,240,1929,"216,200","7,953,998",36.79,"1,820,404",8.42,"6,133,594","50,001,000",231.27,1-00344-0041,114 RIDGE STREET,LOWER EAST SIDE,D6  -ELEVATOR,27,2003,"27,109","993,545",36.65,"408,533",15.07,"585,012","4,768,000",175.88,0.25,1-00350-0026,19 CLINTON STREET,LOWER EAST SIDE,D7  -ELEVATOR,29,2005,"36,000","1,222,560",33.96,"391,320",10.87,"831,240","6,772,000",188.11,0.4,1-00412-0053,207 EAST HOUSTON STREET,LOWER EAST SIDE,D8  -ELEVATOR,245,2006,"209,499","12,241,027",58.43,"3,726,987",17.79,"8,514,039","68,350,000",326.25,0.5
1-00331-0065,500 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,263,1949,"299,510","8,904,432",29.73,"2,884,281",9.63,"6,020,151","48,750,000",162.77,1-00309-0006,54 ORCHARD STREET,LOWER EAST SIDE,D7  -ELEVATOR,35,2007,"33,860","1,109,254",32.76,"307,449",9.08,"801,805","9,562,000",282.40,0.45,1-00350-0026,19 CLINTON STREET,LOWER EAST SIDE,D7  -ELEVATOR,29,2005,"36,000","955,440",26.54,"366,120",10.17,"589,320","6,772,000",188.11,0.4,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00331-0120,530 GRAND STREET,LOWER EAST SIDE,D4  -ELEVATOR,533,1949,"532,006","19,498,020",36.65,"10,677,360",20.07,"8,820,659","71,929,000",135.20,1-00344-0041,114 RIDGE STREET,LOWER EAST SIDE,D6  -ELEVATOR,27,2003,"27,109","993,545",36.65,"408,533",15.07,"585,012","4,768,000",175.88,0.3,1-00350-0026,19 CLINTON STREET,LOWER EAST SIDE,D7  -ELEVATOR,29,2005,"36,000","1,222,560",33.96,"391,320",10.87,"831,240","6,772,000",188.11,0.46,1-00412-0053,207 EAST HOUSTON STREET,LOWER EAST SIDE,D8  -ELEVATOR,245,2006,"209,499","12,241,027",58.43,"3,726,987",17.79,"8,514,039","68,350,000",326.25,0.58
1-00333-0001,87 DELANCEY STREET,LOWER EAST SIDE,D4  -ELEVATOR,1104,1966,"1,191,180","21,345,946",17.92,"12,019,006",10.09,"9,326,939","71,057,000",59.65,1-00253-0001,100 CHERRY STREET,LOWER EAST SIDE,D6  -ELEVATOR,1607,1935,"1,396,625","23,477,266",16.81,"11,424,393",8.18,"12,052,874","65,302,000",46.76,0.9,1-01171-0129,180 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),D6  -ELEVATOR,523,1998,"589,670","12,147,202",20.60,"7,017,073",11.90,"5,130,129",141777000,240.43,4.07,1-01083-0001,778 11 AVENUE,CLINTON,D6  -ELEVATOR,403,1974,"472,000","8,458,240",17.92,"4,762,480",10.09,"3,695,760","14,360,000",30.42,3.47
1-00341-0070,131 BROOME STREET,LOWER EAST SIDE,D4  -ELEVATOR,201,1972,"231,417","7,840,408",33.88,"3,193,555",13.80,"4,646,853","37,853,000",163.57,1-00341-0058,410 GRAND STREET,LOWER EAST SIDE,D6  -ELEVATOR,404,1972,"225,000","7,753,500",34.46,"2,823,750",12.55,"4,929,750","45,523,000",202.32,0,1-00760-0068,352 WEST 37 STREET,FASHION,D8  -ELEVATOR,210,2008,"170,978","5,693,567",33.30,"2,571,509",15.04,"3,122,058","54,083,000",316.32,2.65,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00344-0017,129 RIDGE STREET,LOWER EAST SIDE,D4  -ELEVATOR,30,1925,"27,299","925,982",33.92,"333,321",12.21,"592,661","4,828,000",176.86,1-00345-0007,164 ATTORNEY STREET,LOWER EAST SIDE,D1  -ELEVATOR,33,2014,"23,357","792,269",33.92,"328,633",14.07,"463,636","6,830,000",292.42,0.09,1-00344-0041,114 RIDGE STREET,LOWER EAST SIDE,D6  -ELEVATOR,27,2003,"27,109","677,454",24.99,"445,943",16.45,"231,511","4,768,000",175.88,0.07,1-00353-0069,99 SUFFOLK STREET,LOWER EAST SIDE,D6  -ELEVATOR,36,2001,"26,600","1,192,744",44.84,"502,474",18.89,"690,270","11,037,000",414.92,0.14
1-00344-0154,141 ATTORNEY STREET,LOWER EAST SIDE,C6  -WALK-UP,21,1920,"18,753","331,553",17.68,"126,020",6.72,"205,533","1,561,000",83.24,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.18,1-00415-0012,176 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,60,1920,"32,786","532,117",16.23,"202,290",6.17,"329,827","2,459,000",75.00,0.35,1-00344-0076,106 RIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,23,1914,"22,370","1,365,689",61.05,"552,315",24.69,"813,373","6,515,000",291.24,0.07
1-00344-0173,72 CLINTON STREET,LOWER EAST SIDE,C6  -WALK-UP,22,1925,"14,425","651,722",45.18,"208,586",14.46,"443,136","3,604,000",249.84,1-00344-0069,210 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,23,1920,"14,096","615,008",43.63,"152,942",10.85,"462,067","3,760,000",266.74,0.07,1-00350-0050,6 CLINTON STREET,LOWER EAST SIDE,C4  -WALK-UP,22,1930,"13,045","609,462",46.72,"170,629",13.08,"438,834","3,563,000",273.13,0.09,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00348-0002,98 SUFFOLK STREET,LOWER EAST SIDE,C6  -WALK-UP,20,1920,"9,519","329,167",34.58,"151,447",15.91,"177,720","1,448,000",152.12,1-00286-0011,229 HENRY STREET,LOWER EAST SIDE,C4  -WALK-UP,24,1900,"10,620","416,941",39.26,"149,423",14.07,"267,518","2,181,000",205.37,0.32,1-00286-0012,231 HENRY STREET,LOWER EAST SIDE,C4  -WALK-UP,12,1900,"8,610","257,353",29.89,"92,644",10.76,"164,709","1,335,000",155.05,0.32,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00348-0003,100 SUFFOLK STREET,LOWER EAST SIDE,C6  -WALK-UP,20,1920,"9,858","387,025",39.26,"170,248",17.27,"216,777","1,767,000",179.25,1-00349-0018,163 STANTON STREET,LOWER EAST SIDE,C4  -WALK-UP,19,1900,"9,415","510,575",54.23,"122,583",13.02,"387,992","3,130,000",332.45,0.08,1-00286-0011,229 HENRY STREET,LOWER EAST SIDE,C4  -WALK-UP,24,1900,"10,620","416,941",39.26,"149,423",14.07,"267,518","2,181,000",205.37,0.32,1-00286-0012,231 HENRY STREET,LOWER EAST SIDE,C4  -WALK-UP,12,1900,"8,610","257,353",29.89,"92,644",10.76,"164,709","1,335,000",155.05,0.32
1-00348-0007,110 SUFFOLK STREET,LOWER EAST SIDE,C6  -WALK-UP,12,1920,"11,652","457,458",39.26,"118,967",10.21,"338,491","2,760,000",236.87,1-00348-0023,89 CLINTON STREET,LOWER EAST SIDE,C1  -WALK-UP,12,1920,"10,381","794,043",76.49,"238,244",22.95,"555,799","4,371,000",421.06,0,1-00348-0012,120 SUFFOLK STREET,LOWER EAST SIDE,C4  -WALK-UP,11,1900,"7,200","198,504",27.57,"39,672",5.51,"158,832","1,281,000",177.92,0,1-00286-0011,229 HENRY STREET,LOWER EAST SIDE,C4  -WALK-UP,24,1900,"10,620","416,941",39.26,"149,423",14.07,"267,518","2,181,000",205.37,0.32
1-00348-0009,114 SUFFOLK STREET,LOWER EAST SIDE,C6  -WALK-UP,16,1920,"8,750","261,538",29.89,"99,750",11.40,"161,788","1,312,000",149.94,1-00413-0004,112 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1909,"12,000","358,680",29.89,"136,800",11.40,"221,880","1,799,000",149.92,0.3,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.09,1-00286-0001,209 HENRY STREET,LOWER EAST SIDE,C7  -WALK-UP,12,1900,"10,980","379,798",34.59,"184,574",16.81,"195,224","1,590,000",144.81,0.32
1-00348-0011,118 SUFFOLK STREET,LOWER EAST SIDE,C6  -WALK-UP,13,1910,"7,200","314,136",43.63,"131,904",18.32,"182,232","1,483,000",205.97,1-00350-0033,162 STANTON STREET,LOWER EAST SIDE,C4  -WALK-UP,20,1920,"8,340","374,466",44.90,"167,217",20.05,"207,249","1,686,000",202.16,0.17,1-00355-0048,188 NORFOLK STREET,LOWER EAST SIDE,C4  -WALK-UP,13,1900,"8,568","362,855",42.35,"101,616",11.86,"261,238","2,128,000",248.37,0.18,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00348-0030,103 CLINTON STREET,LOWER EAST SIDE,C6  -WALK-UP,18,1920,"9,850","272,254",27.64,"105,888",10.75,"166,367","1,342,000",136.24,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.09,1-00286-0001,209 HENRY STREET,LOWER EAST SIDE,C7  -WALK-UP,12,1900,"10,980","379,798",34.59,"184,574",16.81,"195,224","1,590,000",144.81,0.32,1-00349-0025,57 CLINTON STREET,LOWER EAST SIDE,C7  -WALK-UP,20,1910,"8,350","230,794",27.64,"94,522",11.32,"136,272","1,100,000",131.74,0.08
1-00348-0053,173 RIVINGTON STREET,LOWER EAST SIDE,C6  -WALK-UP,28,1920,"14,701","259,914",17.68,"155,978",10.61,"103,936","790,000",53.74,1-00413-0004,112 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1909,"12,000","358,680",29.89,"136,800",11.40,"221,880","1,799,000",149.92,0.35,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.14,1-00415-0012,176 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,60,1920,"32,786","532,117",16.23,"202,290",6.17,"329,827","2,459,000",75.00,0.31
1-00348-0073,172 DELANCEY STREET,LOWER EAST SIDE,C6  -WALK-UP,14,1920,"12,180","440,429",36.16,"170,764",14.02,"269,665","2,198,000",180.46,1-00413-0004,112 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1909,"12,000","428,880",35.74,"181,080",15.09,"247,800","1,799,000",149.92,0.35,1-00415-0012,176 ELDRIDGE STREET,LOWER EAST SIDE,C7  -WALK-UP,60,1920,"32,786","1,198,984",36.57,"424,251",12.94,"774,733","2,459,000",75.00,0.31,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
1-00349-0014,153 STANTON STREET,LOWER EAST SIDE,C6  -WALK-UP,12,1920,"8,085","223,469",27.64,"91,522",11.32,"131,947","1,064,000",131.60,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.12,1-00286-0001,209 HENRY STREET,LOWER EAST SIDE,C7  -WALK-UP,12,1900,"10,980","379,798",34.59,"184,574",16.81,"195,224","1,590,000",144.81,0.4,1-00349-0025,57 CLINTON STREET,LOWER EAST SIDE,C7  -WALK-UP,20,1910,"8,350","230,794",27.64,"94,522",11.32,"136,272","1,100,000",131.74,0
1-00350-0057,309 EAST HOUSTON STREET,LOWER EAST SIDE,C6  -WALK-UP,31,1920,"20,837","909,118",43.63,"245,460",11.78,"663,658","5,402,000",259.25,1-00353-0024,129 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,19,1930,"14,497","256,307",17.68,"124,819",8.61,"131,488","998,000",68.84,0.22,1-00344-0069,210 RIVINGTON STREET,LOWER EAST SIDE,C7  -WALK-UP,23,1920,"14,096","615,008",43.63,"152,942",10.85,"462,067","3,760,000",266.74,0.13,1-00348-0074,170 DELANCEY STREET,LOWER EAST SIDE,C7  -WALK-UP,24,1920,"12,180","549,805",45.14,"245,062",20.12,"304,744","2,479,000",203.53,0.17
